,6,7,8,9,10
0,10.686981201171875,15.02226734161377,15.26739501953125,12.611289024353027,2.1246840953826904
1,1.2650238275527954,1.7334648370742798,1.5225602388381958,1.583799958229065,1.472751498222351
2,18.853635787963867,13.769780158996582,16.39662742614746,17.596649169921875,3.399480104446411
3,18.824243545532227,1.949286937713623,1.206602931022644,1.344516634941101,1.7033697366714478
4,1.2035490274429321,0.9650254845619202,1.299314022064209,3.9813458919525146,1.0821871757507324
5,13.424159049987793,12.683258056640625,13.644970893859863,15.76882266998291,16.175756454467773
6,3.3834621906280518,2.711867570877075,1.822872519493103,1.8800402879714966,0.9331839680671692
7,21.656967163085938,7.956292629241943,2.9888737201690674,1.1150662899017334,0.8455884456634521
8,15.825042724609375,15.361087799072266,2.6956405639648438,2.676095724105835,3.5279293060302734
9,16.26908302307129,5.173274517059326,4.008887767791748,6.8791961669921875,2.4484596252441406
