,6,7,8,9,10
0,10902.6025390625,3426.7470703125,3102.89111328125,1061.43505859375,670.0151977539062
1,2860.134521484375,3160.3779296875,906.1408081054688,2358.607666015625,2171.423583984375
2,7078.7548828125,3432.041748046875,2927.17822265625,3414.5439453125,1678.6448974609375
3,12185.7900390625,3565.0693359375,2569.585205078125,3222.7021484375,2929.17626953125
4,30662.990234375,13829.94921875,12498.1552734375,3104.878662109375,4465.0732421875
5,3032.905517578125,3023.41259765625,3474.57177734375,2680.655517578125,2239.286376953125
6,7466.51123046875,3215.023681640625,2089.94775390625,852.4806518554688,2030.985595703125
7,3197.196044921875,3322.54638671875,3694.095947265625,2991.64208984375,2950.82666015625
8,32722.935546875,3739.269775390625,18312.3359375,4595.7392578125,4760.84619140625
9,11884.2548828125,3541.392822265625,1396.256591796875,1569.611083984375,1649.065673828125
