,4,6,7,9,10
0,75.56365203857422,12.77154541015625,8.74203872680664,5.489837646484375,8.515705108642578
1,53.89323425292969,15.847732543945312,15.122066497802734,3.5444564819335938,3.8663368225097656
2,54.28814697265625,15.705455780029297,15.061515808105469,3.662860870361328,3.8551597595214844
3,54.99791717529297,10.203807830810547,8.660953521728516,3.622783660888672,3.8721351623535156
4,76.2565689086914,12.920330047607422,8.722305297851562,5.509330749511719,8.512420654296875
5,57.458641052246094,12.485488891601562,17.61548614501953,5.516780853271484,8.510211944580078
6,78.23464965820312,12.790611267089844,8.735740661621094,5.5191802978515625,8.5074462890625
7,57.11137390136719,12.510189056396484,17.577255249023438,5.531467437744141,8.51168441772461
8,37.81562042236328,10.146736145019531,8.655937194824219,3.5287399291992188,3.893451690673828
9,37.82990264892578,10.13433837890625,8.65093994140625,3.645305633544922,3.846050262451172
