,6,7,8,9,10
0,7.34066915512085,7.274974346160889,8.622198104858398,8.458209991455078,3.7052550315856934
1,2.721864700317383,2.902869701385498,2.780561923980713,3.022087574005127,2.868070602416992
2,9.580549240112305,9.751855850219727,9.529964447021484,9.29047679901123,4.803761005401611
3,8.0936918258667,3.484966278076172,2.7248353958129883,2.852071762084961,3.818470001220703
4,2.2856454849243164,2.475897789001465,2.387907028198242,6.62868070602417,2.2084097862243652
5,8.63831901550293,8.267135620117188,8.641502380371094,9.017282485961914,9.208179473876953
6,4.374739646911621,4.002142906188965,3.150263786315918,3.228689193725586,2.0806941986083984
7,7.951794624328613,6.934448719024658,4.644339084625244,1.9066219329833984,2.0573501586914062
8,8.610424995422363,8.610221862792969,4.235788345336914,4.411954879760742,5.452707290649414
9,9.311626434326172,5.61190128326416,4.882572174072266,6.3935089111328125,4.648910045623779
