,6,7,8,9,10
0,30835.884765625,21511.357421875,70057.1796875,12720.8505859375,10999.7236328125
1,17040.251953125,17791.314453125,10665.166015625,10702.1396484375,10285.0244140625
2,58119.296875,21798.041015625,18844.625,17558.279296875,10996.4462890625
3,55717.3671875,22483.98828125,7818.8671875,15766.0458984375,13967.62109375
4,193033.34375,76257.125,65556.640625,24195.166015625,22289.771484375
5,17613.6171875,18001.302734375,18867.70703125,12979.689453125,10831.07421875
6,29673.7578125,17441.89453125,11121.228515625,11775.546875,9966.9189453125
7,19806.556640625,21236.8046875,20369.4375,19508.001953125,18023.28515625
8,210370.234375,17354.9765625,83294.2578125,22749.55859375,23172.59375
9,49718.609375,19996.31640625,11362.3720703125,12951.037109375,15326.4541015625
