,6,7,8,9,10
0,607.6055297851562,509.907958984375,527.5984497070312,365.15631103515625,348.877197265625
1,476.247802734375,482.24395751953125,334.62591552734375,353.0050048828125,341.2568359375
2,438.05999755859375,359.8438720703125,340.1834716796875,340.3984375,339.80755615234375
3,683.2478637695312,492.3489990234375,191.819091796875,335.9320068359375,329.416259765625
4,1168.3515625,627.49853515625,599.7136840820312,381.38226318359375,443.20672607421875
5,473.2171630859375,480.4801025390625,492.33251953125,361.55322265625,331.791748046875
6,328.2836608886719,408.7576904296875,345.617919921875,361.26654052734375,338.576171875
7,487.775146484375,507.10955810546875,502.9876708984375,498.96405029296875,498.1373291015625
8,1254.5804443359375,416.41552734375,770.7478637695312,442.43109130859375,445.83502197265625
9,667.6380615234375,262.060791015625,247.1280517578125,240.30615234375,280.5166015625
