,6,7,8,9,10
0,465.3747253417969,304.3270568847656,92.10110473632812,75.14402770996094,78.14840698242188
1,114.52273559570312,165.78907775878906,153.4812774658203,129.82119750976562,71.16594696044922
2,250.188720703125,289.64935302734375,289.3414001464844,238.91127014160156,235.13145446777344
3,699.6585083007812,640.5774536132812,625.9532470703125,214.4247589111328,210.55722045898438
4,159.50094604492188,76.5455551147461,52.69182586669922,52.86616134643555,58.27391052246094
5,283.1646423339844,293.93096923828125,284.9115905761719,292.0426025390625,224.9454803466797
6,675.112060546875,572.5372314453125,210.32347106933594,205.9187774658203,229.22833251953125
7,796.1089477539062,380.35882568359375,346.8200988769531,251.228271484375,100.0141830444336
8,121.47571563720703,109.27741241455078,85.11775970458984,93.20006561279297,66.33006286621094
9,69.32711791992188,51.80244064331055,49.749778747558594,51.67687225341797,33.606056213378906
