0,1,x,y
29.680000000027462,49.01000000003819,0.0,900.0
32.09999999995716,49.309999999991305,50.0,900.0
35.88999999998066,63.759999999959405,100.0,900.0
40.690000000012105,70.13999999998077,150.0,900.0
24.62999999995219,70.41999999998438,200.0,900.0
62.39999999998247,98.59999999999758,250.0,900.0
48.18000000000211,111.78999999998496,300.0,900.0
46.789999999994336,165.77000000001618,350.0,900.0
48.76000000002989,285.1700000000079,400.0,900.0
61.35999999997921,337.0699999999971,450.0,900.0
63.37999999999511,205.0599999999747,500.0,900.0
62.57000000005064,185.3900000000408,550.0,900.0
71.72000000000622,243.67000000001582,600.0,900.0
66.24999999996106,344.3399999999741,650.0,900.0
72.68999999997305,354.86999999999824,700.0,900.0
80.52999999996757,355.34999999995875,750.0,900.0
75.37000000002791,351.8100000000146,800.0,900.0
78.49000000000217,289.64999999999463,850.0,900.0
75.73000000000718,283.7900000000104,900.0,900.0
62.96999999999997,346.28000000001435,950.0,900.0
60.90000000000373,348.59999999998337,1000.0,900.0
88.1299999999996,283.13999999998174,1050.0,900.0
60.69000000000102,203.98999999997613,1100.0,900.0
39.4799999999762,160.279999999986,1150.0,900.0
40.10000000000957,126.61999999998841,1200.0,900.0
63.329999999979236,123.14999999997411,1250.0,900.0
44.04000000000963,111.3900000000001,1300.0,900.0
31.050000000014677,76.74999999998988,1350.0,900.0
29.730000000007806,79.98000000000616,1400.0,900.0
31.260000000017385,48.64999999998787,1450.0,900.0
24.29000000002901,54.5500000000132,1500.0,900.0
11.559999999981585,23.879999999998347,0.0,1500.0
21.19000000000426,8.960000000044488,50.0,1500.0
37.92000000000684,34.1500000000039,100.0,1500.0
27.939999999979648,40.579999999970084,150.0,1500.0
40.54000000003555,65.98000000003879,200.0,1500.0
56.419999999981485,71.17999999998403,250.0,1500.0
45.31999999997538,98.41999999995465,300.0,1500.0
59.66000000000804,92.02000000001931,350.0,1500.0
58.06999999997231,134.6900000000062,400.0,1500.0
72.62999999998243,267.1099999999882,450.0,1500.0
94.4199999999995,613.7300000000323,500.0,1500.0
93.29000000001031,521.5199999999953,550.0,1500.0
89.71000000002505,389.75999999998123,600.0,1500.0
118.27000000000254,503.39999999998497,650.0,1500.0
118.28000000001282,596.8700000000026,700.0,1500.0
135.17000000000223,791.4299999999841,750.0,1500.0
157.53999999997603,934.9099999999667,800.0,1500.0
121.2200000000152,513.1700000000094,850.0,1500.0
79.87999999997442,287.2199999999836,900.0,1500.0
85.550000000012,257.24000000003855,950.0,1500.0
67.72000000001555,198.960000000028,1000.0,1500.0
58.34999999997592,114.00999999999328,1050.0,1500.0
52.80000000002616,79.87000000003519,1100.0,1500.0
33.860000000025536,69.21000000001953,1150.0,1500.0
30.350000000041177,49.340000000022144,1200.0,1500.0
50.65999999999349,47.57999999995377,1250.0,1500.0
29.030000000034306,33.239999999992165,1300.0,1500.0
20.039999999994507,32.48000000002804,1350.0,1500.0
25.2800000000164,19.039999999996837,1400.0,1500.0
14.070000000003802,8.580000000009136,1450.0,1500.0
9.800000000019793,19.46000000003778,1500.0,1500.0
24.80000000002036,68.72000000001321,0.0,2100.0
33.969999999960976,49.0999999999886,50.0,2100.0
20.020000000009475,55.03000000000924,100.0,2100.0
40.32999999999731,92.28000000000236,150.0,2100.0
51.690000000021996,95.75000000001666,200.0,2100.0
39.869999999986305,111.48999999999631,250.0,2100.0
55.920000000000414,124.23999999999324,300.0,2100.0
60.630000000045925,187.6500000000192,350.0,2100.0
53.500000000035186,260.34000000002777,400.0,2100.0
63.4900000000016,232.93999999999926,450.0,2100.0
60.1299999999938,191.2099999999839,500.0,2100.0
66.19999999998072,174.24999999999358,550.0,2100.0
71.14000000001397,284.82000000003893,600.0,2100.0
77.67999999998665,474.80999999997664,650.0,2100.0
78.72000000002544,336.8200000000243,700.0,2100.0
81.25999999997191,229.3799999999635,750.0,2100.0
72.29999999999848,296.619999999983,800.0,2100.0
75.55999999997454,431.1999999999827,850.0,2100.0
83.6400000000026,392.8900000000013,900.0,2100.0
57.179999999981135,250.50999999997714,950.0,2100.0
58.300000000031105,232.78000000001242,1000.0,2100.0
61.11000000000644,214.73999999997773,1050.0,2100.0
50.6899999999888,255.8400000000205,1100.0,2100.0
40.349999999982344,199.12000000001484,1150.0,2100.0
44.79999999997375,127.01999999997327,1200.0,2100.0
43.72999999997518,102.38999999998555,1250.0,2100.0
46.89000000002608,85.68000000003906,1300.0,2100.0
42.39999999995803,78.63999999997873,1350.0,2100.0
40.14000000005069,82.81000000003758,1400.0,2100.0
28.04999999998614,91.91999999998757,1450.0,2100.0
22.580000000012035,63.03000000002612,1500.0,2100.0
24.879999999996016,41.58999999997803,0.0,2700.0
27.85000000002924,58.240000000004954,50.0,2700.0
37.850000000005934,68.11999999996488,100.0,2700.0
26.790000000040948,97.23000000001036,150.0,2700.0
40.94999999999516,86.70000000002176,200.0,2700.0
27.400000000028513,89.38000000000557,250.0,2700.0
54.26999999997406,110.77999999997701,300.0,2700.0
43.55000000000331,101.559999999985,350.0,2700.0
52.579999999977645,132.89999999997804,400.0,2700.0
52.69999999999442,219.7100000000063,450.0,2700.0
46.749999999988745,222.71999999997405,500.0,2700.0
63.07999999997094,181.43999999999494,550.0,2700.0
52.43000000000109,208.07000000001352,600.0,2700.0
51.420000000028665,216.9100000000057,650.0,2700.0
65.84999999994068,197.0299999999625,700.0,2700.0
65.6500000000193,212.57999999996002,750.0,2700.0
56.149999999988154,244.9100000000115,800.0,2700.0
55.8900000000051,266.7500000000089,850.0,2700.0
73.60999999999507,240.4900000000154,900.0,2700.0
55.29999999996704,191.9600000000088,950.0,2700.0
59.699999999978104,179.05999999996425,1000.0,2700.0
56.06000000000222,187.45000000002676,1050.0,2700.0
33.94000000000119,197.64000000002113,1100.0,2700.0
58.87999999998783,202.36999999998062,1150.0,2700.0
44.62999999997663,205.4599999999951,1200.0,2700.0
64.65999999999639,180.50999999999817,1250.0,2700.0
63.23000000001855,153.85999999999456,1300.0,2700.0
29.29999999999211,98.54000000000696,1350.0,2700.0
49.579999999984636,108.36000000001178,1400.0,2700.0
25.350000000017303,92.5200000000359,1450.0,2700.0
34.320000000001016,84.71000000000117,1500.0,2700.0
