,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304
0,-7.019999999968718,5.720000000017933,-7.689999999982433,-1.8000000000029104,20.70000000003347,-1.8099999999776628,12.659999999975469,5.670000000037589,13.990000000028147,4.849999999976262,20.81999999997919,19.51000000005365,17.33000000001539,33.0099999999689,24.00000000001512,21.64999999997974,30.989999999988527,34.61999999998966,41.47999999997154,36.28000000002629,40.919999999999845,47.36999999998659,43.87000000001251,47.42999999997721,44.99000000002695,48.9899999999821,48.290000000008604,67.92000000000797,52.900000000022374,50.20999999999276,60.40999999999741,63.27999999999889,61.88999999999112,54.049999999961074,47.43999999998749,58.31999999998061,51.94999999996952,52.76999999999532,49.54000000001457,38.69999999999152,40.639999999996235,58.76999999998134,44.000000000004036,30.10000000003288,25.92999999997403,33.72999999999848,21.589999999989118,26.93999999998198,17.39000000000601,16.510000000025116,11.970000000012249,10.750000000001592,10.580000000004475,-3.3699999999825536,-0.8899999999911756,-5.950000000005673,-10.380000000012046,1.1800000000050659,-0.5599999999716943,-0.3700000000250725,-1.8999999999991246,8.030000000012194,6.590000000024077,4.500000000007276,6.86999999999216,6.660000000024979,-3.869999999999152,4.880000000042628,3.8599999999888723,6.389999999996121,15.829999999965594,13.549999999966644,7.709999999967465,12.450000000008288,20.91000000000065,22.69000000001853,26.410000000005596,26.429999999990628,33.8299999999947,39.97999999995727,43.29000000002026,53.790000000049076,43.19000000002404,61.04999999998029,82.48999999999285,60.42999999998244,63.630000000003406,69.59000000001936,64.82000000005428,81.15000000003647,67.48999999999228,67.27000000001482,74.11000000001167,64.65999999999639,70.24999999998727,74.70999999998895,59.74000000001922,69.79000000001179,62.63000000000574,74.92000000002719,59.810000000020125,52.49999999996646,48.080000000005896,39.349999999984675,42.07999999998435,34.759999999991464,24.020000000000152,20.570000000006416,14.339999999997133,15.870000000006712,13.299999999958345,13.870000000011373,7.190000000001362,5.3100000000227965,4.939999999997724,3.680000000017003,-3.969999999995366,-3.4499999999582087,24.30000000003929,11.210000000012599,-2.80000000000058,-5.489999999994666,2.780000000015548,-8.159999999968193,-19.790000000057262,-12.190000000025236,-0.36999999998954536,-16.80000000000348,3.279999999961092,-0.6999999999734996,1.2600000000162481,15.76999999997497,14.299999999991542,19.28999999996961,15.940000000043142,20.500000000005514,22.340000000014015,25.079999999988445,32.19000000001415,44.08000000001522,40.52999999998974,42.65000000000185,53.400000000003445,86.09999999997342,103.20000000000107,86.58000000000499,107.60999999995136,174.58000000001306,85.20000000000749,71.9999999999743,75.84000000001367,85.02999999997485,85.68000000003906,78.60999999998342,92.57999999995548,128.66999999999962,76.89999999996644,69.57000000003433,45.84000000001254,47.39000000000715,40.890000000004534,34.300000000015984,31.14000000003614,24.589999999982126,18.09000000001504,15.830000000001121,14.170000000035543,19.950000000008572,8.66999999999507,9.219999999956485,11.360000000024684,11.450000000010618,4.390000000000782,3.5600000000002296,4.1499999999672355,1.9599999999897477,1.9400000000047157,-1.699999999971169,-5.469999999974107,1.1399999999994748,11.16999999997148,8.219999999994343,-4.5499999999876195,5.9600000000159525,1.3499999999666557,-2.0700000000317686,5.220000000001335,1.0000000000331966,0.07000000003642981,-7.959999999975764,-3.6399999999758847,14.460000000013906,9.14999999999111,9.629999999987149,8.720000000010941,14.80000000000814,24.47000000000088,22.62999999999238,16.700000000007265,18.12000000001035,25.12999999996879,30.38000000003649,45.509999999993056,41.16000000003339,51.990000000046166,46.239999999997394,56.84999999999718,50.71999999998411,63.049999999975626,67.74999999997533,73.05999999999813,69.00000000001683,67.66000000002492,62.840000000008445,66.92999999998506,71.70000000002119,58.989999999994325,53.92999999997983,62.01000000000789,61.83000000003602,54.02000000000129,56.27999999997968,42.86000000000456,39.48000000001173,38.24999999999079,40.25000000002166,22.20000000001221,38.330000000001974,28.08000000001698,22.96000000001186,18.0599999999842,14.849999999988484,0.08999999998593466,12.74999999999693,1.409999999992806,7.530000000031123,2.480000000026905,-2.170000000027983,-10.100000000008436,-6.280000000025154,-0.7300000000043383,2.3399999999895726,9.259999999997603,-1.3200000000068712,-3.3299999999769625,-2.8299999999958914,-2.7799999999800207,-6.260000000004595,-5.680000000012342,-1.619999999995514,4.990000000013595,-2.320000000040068,6.249999999994316,6.3200000000307455,6.489999999956808,10.869999999982838,16.619999999996082,24.599999999992406,19.449999999991974,21.40999999998172,31.12000000001558,27.07000000000903,27.699999999981628,30.7899999999961,35.15000000000157,40.24999999998613,43.72999999997518,45.35999999998097,46.76000000003455,45.54999999996312,37.16000000000719,53.389999999993165,57.89000000000044,56.409999999971205,54.89000000000743,52.589999999987924,53.619999999980905,51.18999999996987,56.9600000000392,52.99000000000831,51.48999999999404,42.49999999998977,43.949999999988165,42.720000000002756,41.8200000000013,47.54000000001923,42.48999999997949,37.589999999987356,39.88999999997134,25.309999999976185,28.57999999999805,26.05000000002633,16.50999999998959,20.080000000000098,16.35000000000275,12.589999999974566,3.2099999999957163,-5.060000000014497,-1.7899999999926308,-13.429999999985398,-13.24000000000325,-3.7500000000179057,1.7700000000075988,1.1700000000303135,-5.220000000001335
