Time	Dis1	Dis2	Dis3	Dis4	Dis5	Dis6	Dis7	Acc7
0.35	0.00975	0.0062	-0.0025	0.00125	-0.0025	-0.00875	-0.011	-1.9687E-4
0.36	0.00975	0.0087	-0.005	-0.00125	-0.00125	-0.00875	-0.01225	-3.93745E-4
0.37	0.01225	0.0062	-0.00375	0.00375	0.00125	-0.00875	-0.011	-2.62495E-4
0.38	0.00975	0.0062	-0.005	0	-0.0025	-0.00875	-0.00975	-7.87495E-4
0.39	0.01225	0.0062	-0.00625	-0.00125	-0.0025	-0.005	-0.011	-3.93745E-4
0.4	0.0085	0.0037	-0.00625	-0.00125	-0.0025	-0.0075	-0.00725	-3.93745E-4
0.41	0.006	0.0062	-0.00375	0.00125	-0.0025	-0.01375	-0.011	-6.56245E-4
0.42	0.0085	0.00245	-0.0075	-0.00125	-0.0025	-0.01125	-0.0135	-3.93745E-4
0.43	0.00975	0.0012	-0.00625	-0.00375	-0.0025	-0.01375	-0.016	-5.9062E-4
0.44	0.006	0.0037	-0.00375	0.00375	-0.0025	-0.01125	-0.011	-5.9062E-4
0.45	0.011	0.0062	-0.005	0.00125	-0.00125	-0.01	-0.011	-9.18745E-4
0.46	0.01225	0.0037	-0.005	0	-0.0025	-0.0075	-0.006	-9.18745E-4
0.47	0.011	0.00495	-0.00625	0	-0.00125	-0.01	-0.011	-7.87495E-4
0.48	0.00975	0.00745	-0.00625	0.0025	0	-0.00875	-0.00975	-3.93745E-4
0.49	0.01225	0.0087	-0.0025	0.0025	0.005	-0.00875	-0.00475	-1.9687E-4
0.5	0.01225	0.00495	-0.00125	-0.00125	0.00125	-0.00875	-0.0085	-6.56245E-4
0.51	0.0135	0.0087	-0.0025	0.00375	0.00125	-0.00625	-0.00975	-2.62495E-4
0.52	0.01225	0.00495	-0.00625	0.00375	-0.00125	-0.0075	-0.00975	-2.62495E-4
0.53	0.01475	0.00745	-0.00375	0.0025	-0.00125	-0.01	-0.00725	-7.87495E-4
0.54	0.011	0.0087	-0.0025	0.0025	-0.0025	-0.01	-0.00975	-1.9687E-4
0.55	0.01475	0.0087	-0.0025	0.0025	0	-0.0075	-0.00975	-6.562E-5
0.56	0.01225	0.0087	0	0.0025	0	-0.0075	-0.006	-3.2812E-4
0.57	0.011	0.00745	-0.005	-0.00125	-0.0025	-0.0075	-0.00725	-4.5937E-4
0.58	0.00975	0.0037	-0.00875	-0.0025	-0.0025	-0.0125	-0.0135	-0.001049995
0.59	0.00975	0.0037	-0.00375	0.00125	-0.0025	-0.01	-0.01225	-9.8437E-4
0.6	0.011	0.0112	0	0.0025	0.00125	-0.00875	-0.00975	-6.56245E-4
0.61	0.011	0.0112	0	0.00375	-0.0025	-0.00625	-0.0085	-0.00111562
0.62	0.01975	0.0112	-0.00375	0.0025	0.00125	-0.0025	-0.0035	-5.24995E-4
0.63	0.0085	0.0087	-0.005	0.0025	-0.00125	-0.01125	-0.006	-7.2187E-4
0.64	0.011	0.0062	-0.005	-0.0025	-0.0025	-0.0075	-0.00475	-7.87495E-4
0.65	0.0085	0.00245	-0.00625	-0.00125	-0.00375	-0.00875	-0.0085	-5.24995E-4
0.66	0.0135	0.0087	-0.00375	0.00375	0.0025	-0.00875	-0.0085	-5.9062E-4
0.67	0.00725	0.00245	-0.00625	0	-0.00125	-0.00875	-0.00975	-9.8437E-4
0.68	0.0135	0.00495	-0.00375	0.0025	-0.00125	-0.0075	-0.006	-3.2812E-4
0.69	0.01225	0.00745	-0.0025	0.00125	0.0025	-0.005	-0.0085	-8.5312E-4
0.7	0.0085	0.0037	-0.005	0.00125	-0.00125	-0.0125	-0.00975	-5.24995E-4
0.71	0.01475	0.00995	-0.0025	0.00375	-0.00125	-0.00625	-0.006	-5.9062E-4
0.72	0.0085	0.0037	-0.005	0.0025	-0.0025	-0.01	-0.0085	-5.9062E-4
0.73	0.011	0.0062	-0.00625	0.00125	-0.0025	-0.0125	-0.006	-3.93745E-4
0.74	0.011	0.00745	-0.00375	-0.00125	-0.0025	-0.00625	-0.00475	-3.93745E-4
0.75	0.00725	-0.0013	-0.0075	-0.00375	-0.0025	-0.01625	-0.01225	-4.5937E-4
0.76	0.00725	0.0037	-0.005	-0.00125	-0.0025	-0.01	-0.00975	-0.001049995
0.77	0.016	0.0112	-0.0025	0.005	0.00125	-0.0075	-0.00475	-0.001049995
0.78	0.0135	0.0087	-0.0075	0.00375	-0.00125	-0.00875	-0.00975	-5.9062E-4
0.79	0.01475	0.00495	-0.0025	0.005	0.0025	-0.00625	-0.006	-8.5312E-4
0.8	0.01475	0.0112	-0.0025	0.0025	0.00375	-0.00375	-0.006	-1.9687E-4
0.81	0.01475	0.01245	-0.00375	0.005	0.00125	-0.0075	-0.00475	-5.24995E-4
0.82	0.00725	0.0112	-0.00125	0.005	0	-0.01	-0.00725	-0.001181245
0.83	0.011	0.0087	-0.005	0.005	0.0025	-0.0075	-0.006	-9.8437E-4
0.84	0.0135	0.01245	-0.0025	0.005	-0.00125	-0.0075	-0.0085	-9.18745E-4
0.85	0.00975	0.00495	-0.0075	0	-0.00125	-0.01	-0.0085	-0.00111562
0.86	0.01225	0.00745	-0.00125	0.0025	0.0025	-0.0075	-0.006	-7.87495E-4
0.87	0.011	0.00995	-0.00375	0.00375	0	-0.0075	-0.011	-0.001049995
0.88	0.01225	0.00995	-0.00375	0.00125	-0.005	-0.00875	-0.011	-8.5312E-4
0.89	0.0135	0.00745	-0.00375	0.005	0.0025	-0.00625	-0.0035	-9.8437E-4
0.9	0.01225	0.0087	-0.0025	0.0025	0.0025	-0.00875	-0.006	-0.001049995
0.91	0.01475	0.0112	-0.00125	0.0075	0	-0.0075	-0.00975	-5.24995E-4
0.92	0.011	0.0012	-0.005	0.0025	0.00125	-0.01	-0.01225	-9.18745E-4
0.93	0.011	0.0087	-0.005	0.0025	0.0025	-0.00625	-0.006	-5.9062E-4
0.94	0.01725	0.0087	0.0025	0.0025	0.00125	-0.00625	-0.0085	-9.18745E-4
0.95	0.01475	0.00995	0.0025	0.0075	0.0025	-0.0025	-0.006	-4.5937E-4
0.96	0.0135	0.00745	-0.00375	0.0025	0	-0.0075	-0.011	-6.56245E-4
0.97	0.011	0.00495	-0.00375	0.0025	-0.0025	-0.00875	-0.0085	-9.18745E-4
0.98	0.0135	0.00995	-0.005	0.00125	-0.0025	-0.0125	-0.011	-0.001049995
0.99	0.011	0.00745	-0.0075	0.00125	-0.00125	-0.00875	-0.011	-0.001049995
1	0.00975	0.01245	-0.00375	0.0025	0.0025	-0.00375	-0.00225	-6.56245E-4
1.01	0.006	0.0062	-0.0025	0.0025	-0.0025	-0.01	-0.00975	-9.18745E-4
1.02	0.00975	0.00745	-0.00375	0.005	-0.0025	-0.01	-0.011	-1.31245E-4
1.03	0.011	0.00495	-0.0075	0.0025	-0.005	-0.00625	-0.01225	-0.001049995
1.04	0.00975	0.00745	-0.00125	0.00125	0	-0.00875	-0.0085	-3.2812E-4
1.05	0.0135	0.01245	0.0025	0.00875	0.0025	-0.00375	-0.00225	-3.93745E-4
1.06	0.00725	0.0062	-0.00875	0	-0.00125	-0.01375	-0.01225	-3.2812E-4
1.07	0.011	0.00745	-0.00625	-0.00125	-0.00375	-0.01	-0.01225	-7.2187E-4
1.08	0.011	0.00745	-0.00375	0.00375	-0.00125	-0.0075	-0.00975	-7.2187E-4
1.09	0.01225	0.00745	-0.0025	0.00375	0.0025	-0.00625	-0.0085	-3.93745E-4
1.1	0.0135	0.0087	-0.0025	0.005	0	-0.0075	-0.00475	-2.62495E-4
1.11	0.01475	0.01245	-0.00125	0.005	0.00125	-0.0075	-0.00725	-0.00111562
1.12	0.016	0.0087	-0.00375	0.0075	-0.0025	-0.0075	-0.00475	-4.5937E-4
1.13	0.0185	0.0137	0	0.00375	0.0025	-0.00375	-0.00725	-3.93745E-4
1.14	0.01225	0.00745	-0.0025	0	0.00125	-0.00875	-0.006	-0.00124687
1.15	0.0185	0.0087	0	0.005	0.0025	-0.00625	-0.0035	-4.5937E-4
1.16	0.01475	0.00745	0	0.005	0.0025	-0.00875	-0.0035	-7.2187E-4
1.17	0.011	0.00995	-0.00125	0.00375	-0.0025	-0.005	-0.00475	-7.2187E-4
1.18	0.01725	0.0087	0	0.00625	0.00125	-0.00625	-0.00475	-7.87495E-4
1.19	0.0135	0.0062	-0.00375	0.0025	-0.00125	-0.0125	-0.0085	-7.2187E-4
1.2	0.0135	0.0112	0	0.0025	0.00125	-0.00625	-0.00475	-6.56245E-4
1.21	0.011	0.0062	-0.0075	0.0025	-0.00375	-0.01125	-0.01225	-0.00124687
1.22	0.01475	0.00995	-0.00125	-0.00125	-0.0025	-0.0075	-0.006	-5.24995E-4
1.23	0.01225	0.00745	-0.00375	0.00375	0	-0.00875	-0.011	-0.001049995
1.24	0.0085	0.0062	-0.00625	-0.0025	-0.005	-0.01125	-0.00975	-0.00111562
1.25	0.00975	0.00495	-0.0075	-0.00125	0	-0.00875	-0.0085	-9.18745E-4
1.26	0.006	0.0012	-0.00875	-0.00625	-0.005	-0.015	-0.00975	-9.8437E-4
1.27	0.006	0.00495	-0.00375	-0.0025	-0.0075	-0.0125	-0.00975	-0.00111562
1.28	0.011	0.0062	-0.00625	0.00125	0	-0.00625	-0.00475	-5.24995E-4
1.29	0.0085	0.0037	-0.0075	0	-0.00625	-0.01375	-0.0135	-9.8437E-4
1.3	0.0085	-5.00000000000014E-5	-0.005	0	-0.0075	-0.01	-0.0135	-9.18745E-4
1.31	0.0135	0.00495	-0.005	-0.00125	-0.00625	-0.00875	-0.011	-8.5312E-4
1.32	0.01225	0.0062	-0.00375	0.00375	-0.0025	-0.00625	-0.00975	-8.5312E-4
1.33	0.011	0.0062	-0.00125	0.005	0	-0.0075	-0.00475	-5.9062E-4
1.34	0.01725	0.00995	0	0.00625	0	-0.00375	-0.006	-7.2187E-4
1.35	0.01475	0.0037	-0.0025	0.005	0	-0.00875	-0.01225	-3.93745E-4
1.36	0.016	0.00745	-0.0025	0.0025	0.0025	-0.0075	-0.00475	-6.56245E-4
1.37	0.00975	0.00745	-0.0025	0.0025	0	-0.00875	-0.00975	-3.2812E-4
1.38	0.011	0.00745	-0.00375	0.0025	-0.0025	-0.01	-0.011	1.31255E-4
1.39	0.011	0.0062	-0.00375	0.00125	-0.0025	-0.0125	-0.00975	-6.56245E-4
1.4	0.01475	0.0087	0	0.0025	0.00125	-0.00375	-0.0035	-6.56245E-4
1.41	0.00975	0.0037	-0.00625	0.0025	-0.00375	-0.015	-0.01225	-7.87495E-4
1.42	0.0085	0.00495	-0.005	0.0025	-0.0025	-0.01	-0.011	-3.2812E-4
1.43	0.0185	0.0137	0.0025	0.01125	0.00375	-0.00375	-0.00225	-5.24995E-4
1.44	0.01475	0.00745	0	0.00375	0	-0.0075	-0.006	-7.87495E-4
1.45	0.0085	0.00495	-0.00375	0.0025	0	-0.00875	-0.00725	-2.62495E-4
1.46	0.011	0.0037	-0.00875	0	-0.0025	-0.0075	-0.00975	-7.87495E-4
1.47	0.011	0.0037	-0.005	-0.0025	-0.00625	-0.01	-0.0085	-9.8437E-4
1.48	0.011	0.0062	-0.00625	0	-0.005	-0.0075	-0.00975	-8.5312E-4
1.49	0.01225	0.0087	-0.0025	0.00625	-0.00125	-0.00875	-0.011	-6.56245E-4
1.5	0.0135	0.00745	-0.00375	0.0025	0	-0.01	-0.0085	-6.56245E-4
1.51	0.01475	0.0062	-0.00625	0.005	-0.0025	-0.01	-0.0085	-0.001049995
1.52	0.00975	0.0062	-0.00125	0.00375	-0.00125	-0.00875	-0.0085	-1.9687E-4
1.53	0.0085	0.0012	-0.0075	-0.0025	-0.00625	-0.01	-0.0135	-0.00124687
1.54	0.0135	0.0062	-0.00625	0.00125	-0.005	-0.01	-0.00975	-6.56245E-4
1.55	0.00725	0.0062	-0.0025	0.00125	-0.00625	-0.01	-0.0085	-0.001181245
1.56	0.01225	0.0087	-0.00375	0.00375	0.0025	-0.00875	-0.006	-7.87495E-4
1.57	0.01475	0.0087	-0.00375	0.005	0	-0.00625	-0.006	-3.2812E-4
1.58	0.0135	0.0112	-0.00125	0.0025	0	-0.0075	-0.0085	-5.24995E-4
1.59	0.01475	0.0087	-0.0025	0.005	-0.0025	-0.005	-0.0085	-7.87495E-4
1.6	0.011	0.0037	-0.00625	0.005	-0.0025	-0.00875	-0.01225	-0.001049995
1.61	0.00975	0.0062	0.00125	0.00375	0	-0.01	-0.00975	-5.9062E-4
1.62	0.011	0.00745	-0.00625	0	0	-0.0075	-0.0085	-8.5312E-4
1.63	0.016	0.00995	-0.00125	0.00875	0	-0.00625	-0.0085	-9.18745E-4
1.64	0.01225	0.0062	-0.00375	0.00625	0	-0.00875	-0.00725	-4.5937E-4
1.65	0.01475	0.00495	-0.00375	0.00125	-0.00625	-0.00875	-0.011	-0.001049995
1.66	0.011	0.0062	-0.005	0.00375	-0.00125	-0.00625	-0.00725	-8.5312E-4
1.67	0.0135	0.01245	-0.00125	0.00625	0.00125	-0.00875	-0.006	-5.24995E-4
1.68	0.016	0.0112	0	0.0075	0.00125	-0.00625	-0.0035	-4.5937E-4
1.69	0.011	0.00745	-0.0025	0.00375	0	-0.0075	-0.00475	-9.18745E-4
1.7	0.011	0.0037	-0.00625	-0.00125	-0.00375	-0.00875	-0.00975	-8.5312E-4
1.71	0.01225	0.01245	-0.00125	0.0025	-0.0025	-0.00375	-0.00475	-9.18745E-4
1.72	0.01225	0.00995	-0.00375	-0.00125	-0.00125	-0.005	-0.006	-7.2187E-4
1.73	0.016	0.01245	-0.0025	0.0025	-0.0025	-0.005	-0.006	-8.5312E-4
1.74	0.011	0.00745	-0.00125	0.00375	0.0025	-0.00375	-0.006	-6.56245E-4
1.75	0.01475	0.00745	-0.0025	0.005	0.00125	-0.00625	-0.00725	-9.18745E-4
1.76	0.01725	0.00995	0	0.0025	0.00125	-0.005	-0.006	-7.2187E-4
1.77	0.01225	0.0087	0	0.00125	-0.0025	-0.00625	-0.006	-6.56245E-4
1.78	0.0185	0.00995	0.00125	0.00375	-0.00125	-0.005	-0.00475	-2.62495E-4
1.79	0.00725	0.00745	-0.005	0.00375	-0.0025	-0.0075	-0.011	-3.93745E-4
1.8	0.00725	0.0062	-0.00875	0.00125	-0.0025	-0.01125	-0.011	-7.87495E-4
1.81	0.0085	0.0012	-0.00375	-0.00125	-0.00375	-0.00875	-0.0085	-5.24995E-4
1.82	0.011	0.00245	-0.00875	-0.00125	-0.00375	-0.01375	-0.011	-7.87495E-4
1.83	0.01225	0.00745	-0.00625	0.00125	-0.00125	-0.0075	-0.006	-3.93745E-4
1.84	0.0135	0.00495	-0.00875	-0.0025	-0.0025	-0.00875	-0.0085	-6.56245E-4
1.85	0.01225	0.00745	-0.005	0.005	0	-0.0075	-0.00725	-2.62495E-4
1.86	0.01225	0.0112	0	0.00625	0.0025	-0.005	-0.0035	-3.2812E-4
1.87	0.01475	0.0112	0.00125	0.00625	0.0025	-0.00875	-0.00475	-1.31245E-4
1.88	0.0135	0.0137	-0.0025	0.00375	-0.00125	-0.01	-0.00725	-3.93745E-4
1.89	0.01475	0.00995	-0.00375	0.00375	0.0025	-0.00875	-0.011	-3.2812E-4
1.9	0.0135	0.0087	-0.0025	-0.00125	-0.00125	-0.01	-0.0085	-0.00124687
1.91	0.0085	0.0037	-0.0075	0.0025	-0.005	-0.01125	-0.0135	-0.001049995
1.92	0.0085	0.0037	-0.00625	0	-0.00625	-0.01125	-0.0085	-7.87495E-4
1.93	0.011	0.00745	-0.005	-0.00125	-0.0025	-0.01	-0.01225	-6.56245E-4
1.94	0.00975	0.00495	-0.00875	-0.0025	-0.00625	-0.01125	-0.0085	-0.00124687
1.95	0.01475	0.0112	0.0025	0.005	0.00125	-0.00625	-0.00475	2.62505E-4
1.96	0.016	0.0087	-0.00125	0.0075	-0.0025	-0.00875	-0.006	-6.56245E-4
1.97	0.01225	0.0087	-0.00125	0.0025	0.0025	-0.0075	-0.00475	-3.93745E-4
1.98	0.00725	0.0037	-0.005	0	-0.005	-0.00875	-0.01225	-7.87495E-4
1.99	0.016	0.00745	-0.00375	0.00125	-0.00375	-0.00875	-0.006	-9.18745E-4
2	0.016	0.00995	0	0.005	0.00125	-0.0075	-0.006	-1.31245E-4
2.01	0.01725	0.0087	0	0.0075	0.0025	-0.00375	-0.00475	-3.93745E-4
2.02	0.011	0.0087	-0.0025	0.0025	-0.00125	-0.00875	-0.00975	3.2813E-4
2.03	0.01475	0.0112	-0.00125	0.005	0.005	-0.00625	-0.006	-1.9687E-4
2.04	0.0135	0.01245	0	0.00375	0.0025	-0.0075	-0.00725	2.62505E-4
2.05	0.01225	0.00495	-0.00625	0.0025	-0.00625	-0.0075	-0.00975	-3.93745E-4
2.06	0.01225	0.00745	-0.0025	0.0075	0.0025	-0.0075	-0.00475	-2.62495E-4
2.07	0.01475	0.00995	-0.00125	0.0025	0	-0.00625	-0.00975	1.31255E-4
2.08	0.011	0.0087	-0.00375	0.0025	-0.0025	-0.01	-0.00725	-4.5937E-4
2.09	0.01225	0.01245	0	0.00625	-0.00125	-0.00875	-0.00475	5E-9
2.1	0.0135	0.0112	-0.0025	0.0075	-0.00125	-0.00375	-0.00725	-4.5937E-4
2.11	0.011	0.00995	-0.0025	0.0025	0.0025	-0.01125	-0.0085	-8.5312E-4
2.12	0.01225	0.0037	-0.0025	0.00125	-0.00125	-0.0125	-0.0135	-1.31245E-4
2.13	0.01475	0.0062	0	0.00125	-0.00125	-0.01	-0.00975	-9.8437E-4
2.14	0.00975	0.0062	-0.005	0	-0.00125	-0.01375	-0.01225	-8.5312E-4
2.15	0.00975	0.0012	-0.00375	0	-0.0025	-0.01	-0.00725	-1.31245E-4
2.16	0.01475	0.0112	-0.0025	0.00125	0	-0.00625	-0.00975	-1.9687E-4
2.17	0.01475	0.00495	-0.00375	0.0025	-0.00125	-0.00625	-0.0085	-2.62495E-4
2.18	0.016	0.0087	-0.0025	0.0025	-0.0025	-0.0075	-0.01225	-6.562E-5
2.19	0.0135	0.00745	-0.0025	0.0025	0.00125	-0.00875	-0.006	-5.9062E-4
2.2	0.01725	0.0062	-0.00375	0.0025	-0.00125	-0.01	-0.011	-2.62495E-4
2.21	0.011	0.0062	-0.00375	0.0025	-0.0025	-0.0125	-0.01225	-7.87495E-4
2.22	0.016	0.00995	-0.00125	0.005	0.0025	-0.00375	-0.006	-1.9687E-4
2.23	0.016	0.00995	0	0.00125	0.00125	-0.0025	-0.011	-5.24995E-4
2.24	0.01225	0.00745	-0.00375	-0.00125	-0.00125	-0.00625	-0.01225	-4.5937E-4
2.25	0.011	0.0037	-0.00375	0.0025	0	-0.00625	-0.00975	-5.9062E-4
2.26	0.00725	0.0062	-0.00375	-0.00125	0.00125	-0.0125	-0.00975	-6.56245E-4
2.27	0.011	0.0037	-0.005	0	-0.005	-0.00875	-0.01475	-1.9687E-4
2.28	0.011	0.0062	-0.0025	0.0025	-0.00125	-0.0125	-0.011	-0.00137812
2.29	0.01475	0.0087	-0.005	0.00125	0	-0.0075	-0.00975	-6.56245E-4
2.3	0.00975	0.0037	-0.00375	-0.00375	-0.0025	-0.0075	-0.00975	-9.18745E-4
2.31	0.01725	0.00745	0	0.00375	0.0025	-0.005	-0.00475	-6.562E-5
2.32	0.0135	0.00995	0	0.005	0	-0.005	-0.0085	-7.87495E-4
2.33	0.011	0.00495	-0.00375	0.0075	0.0025	-0.0075	-0.0085	-5.24995E-4
2.34	0.01225	0.0037	-0.005	0.0025	-0.00125	-0.01125	-0.011	-0.00111562
2.35	0.00975	0.0012	-0.005	0	-0.00375	-0.00875	-0.0085	-2.62495E-4
2.36	0.01475	0.0087	-0.00375	0.0025	0	-0.0075	-0.0085	-3.93745E-4
2.37	0.01475	0.00995	-0.00125	0.00375	0.00125	-0.00375	-0.0085	-4.5937E-4
2.38	0.0085	0.0037	-0.005	-0.00125	-0.00125	-0.01	-0.011	-1.9687E-4
2.39	0.01475	0.00995	-0.0025	0.005	-0.0025	-0.00375	-0.0085	-7.2187E-4
2.4	0.011	0.00995	-0.00625	0	-0.0025	-0.01	-0.006	-3.2812E-4
2.41	0.00975	0.00745	-0.00625	0.0025	0	-0.0075	-0.00975	-5.9062E-4
2.42	0.00975	0.00745	-0.00375	0.0025	-0.0025	-0.0125	-0.011	-5.24995E-4
2.43	0.011	0.00995	-0.0025	0.0025	0.00125	-0.01125	-0.006	-4.5937E-4
2.44	0.0185	0.00995	0	0.00625	0.005	-0.0075	-9.99999999999999E-4	-7.87495E-4
2.45	0.00975	0.0062	-0.00625	0.00375	0.00125	-0.00875	-0.011	-5.24995E-4
2.46	0.0135	0.0087	-0.00125	0.005	0.0025	-0.00625	-0.00475	-3.2812E-4
2.47	0.01475	0.0087	-0.00375	0.0025	-0.0025	-0.00625	-0.00975	-6.56245E-4
2.48	0.00975	0.0012	-0.005	0	0	-0.0125	-0.00975	-5.24995E-4
2.49	0.0085	0.00745	-0.0025	0.00125	-0.00125	-0.0075	-0.0085	-5.24995E-4
2.5	0.00975	0.00245	-0.0025	-0.00125	-0.00125	-0.01	-0.011	-7.87495E-4
2.51	0.01225	0.0137	0.00125	0.005	0.00125	-0.0025	-0.0035	-6.56245E-4
2.52	0.01475	0.0137	-0.00125	0.00625	0.00625	-0.0025	-0.00225	-2.62495E-4
2.53	0.0085	0.0062	-0.00375	0	-0.0025	-0.0075	-0.0085	-6.56245E-4
2.54	0.00975	0.0037	-0.00625	0.00125	0	-0.0125	-0.011	-7.87495E-4
2.55	0.0185	0.00995	-0.00125	0.005	0.00375	-0.0075	-0.0085	-6.56245E-4
2.56	0.01475	0.01245	-0.0025	0.00375	0.00125	-0.0075	-0.006	-7.87495E-4
2.57	0.011	0.00745	-0.00625	-0.0025	-0.00125	-0.00875	-0.00725	-4.5937E-4
2.58	0.01225	0.0062	-0.005	0.0025	-0.0025	-0.0075	-0.00975	-9.18745E-4
2.59	0.01225	0.0087	0	0.00125	0.00125	-0.00625	-0.0085	-7.87495E-4
2.6	0.01475	0.00995	0	0.005	0.0025	-0.005	-0.006	-3.93745E-4
2.61	0.01225	0.0062	-0.00375	-0.00125	-0.00375	-0.01	-0.0085	-7.2187E-4
2.62	0.011	0.0087	-0.005	0.005	-0.00125	-0.00625	-0.0135	-1.9687E-4
2.63	0.016	0.0087	-0.00375	0.005	0.00125	-0.00875	-0.00475	-6.56245E-4
2.64	0.011	0.00245	-0.00625	0.0025	-0.00125	-0.01	-0.01225	-0.001049995
2.65	0.00725	0.0037	-0.0075	0.0025	-0.0025	-0.0075	-0.0135	-0.00124687
2.66	0.0085	0.0062	-0.0075	-0.00125	-0.005	-0.01	-0.01225	-7.2187E-4
2.67	0.011	0.0037	-0.00625	0	0	-0.01125	-0.00975	-9.8437E-4
2.68	0.00975	0.0087	-0.00625	0.00125	-0.00625	-0.0125	-0.00725	-7.87495E-4
2.69	0.006	0.00495	-0.00875	0.0025	-0.005	-0.0075	-0.00975	-9.8437E-4
2.7	0.016	0.00995	-0.0025	0.00625	-0.00125	-0.0075	-0.006	-3.93745E-4
2.71	0.01475	0.0087	-0.0025	0.0025	0.00375	-0.0075	-0.0035	-5.24995E-4
2.72	0.006	0.0037	-0.0075	0	-0.0025	-0.01125	-0.01225	-7.87495E-4
2.73	0.0135	0.00745	-0.005	0.00375	-0.00125	-0.01	-0.00975	-8.5312E-4
2.74	0.00975	0.0062	-0.00875	0.0025	-0.0025	-0.0125	-0.01225	-0.001049995
2.75	0.00475	0.0037	-0.00625	0	-0.005	-0.01375	-0.0135	-0.001049995
2.76	0.01225	0.0087	-0.00375	0.0025	-0.00125	-0.00875	-0.0085	-0.00124687
2.77	0.01225	0.00995	-0.00625	0.00375	0.00125	-0.0075	-0.006	-7.2187E-4
2.78	0.0135	0.0062	-0.0025	0.00375	-0.005	-0.01	-0.01225	-9.18745E-4
2.79	0.0135	0.01245	-0.00125	0.00625	0.00375	-0.00875	-0.006	-9.8437E-4
2.8	0.011	0.00745	-0.00625	0.00375	-0.00375	-0.0125	-0.0085	-9.18745E-4
2.81	0.01725	0.0137	0.00375	0.005	0.005	-0.00625	-0.0035	-4.5937E-4
2.82	0.01475	0.0087	-0.00125	0.00625	-0.00125	-0.00875	-0.006	-9.18745E-4
