Time	Dis1	Dis2	Dis3	Dis4	Dis5	Dis6	Dis7	Acc7
0.38	0.00375	0	0	-0.00625	-0.00625	-0.01375	-0.025	2.625E-4
0.39	0.00625	-0.005	-0.00125	-0.00375	-0.0075	-0.01625	-0.02875	1.3125E-4
0.4	0.00375	-0.00125	-0.00625	-0.00375	-0.01	-0.015	-0.02875	1.3125E-4
0.41	0.005	0.00125	-0.00375	-0.0025	-0.005	-0.015	-0.02875	6.5625E-5
0.42	0.0075	-0.00125	-0.005	-0.00125	-0.005	-0.015	-0.02375	-1.3125E-4
0.43	0.0025	-0.0075	-0.005	-0.005	-0.0075	-0.02	-0.02875	1.96875E-4
0.44	0.00125	-0.01125	-0.01375	-0.00875	-0.0125	-0.0175	-0.03125	-3.9375E-4
0.45	0.005	-0.005	-0.00375	-0.0075	-0.00875	-0.0175	-0.03125	-2.625E-4
0.46	0.005	-0.00625	-0.005	-0.0075	-0.01	-0.01625	-0.02375	-5.90625E-4
0.47	0.0025	-0.01	-0.00375	-0.005	-0.00625	-0.02	-0.0275	-1.3125E-4
0.48	0.00625	-0.00625	-0.005	-0.00875	-0.00625	-0.01875	-0.03	6.5625E-5
0.49	0.00625	-0.00375	-0.00125	-0.00375	-0.005	-0.01375	-0.025	-1.3125E-4
0.5	0.00125	-0.01	-0.00375	-0.00875	-0.01125	-0.01875	-0.0275	1.96875E-4
0.51	0.00375	-0.005	-0.005	-0.0075	-0.0075	-0.015	-0.02875	1.96875E-4
0.52	0.00875	-0.0025	0	-0.00375	-0.00875	-0.01375	-0.02875	5.25E-4
0.53	0.0075	-0.0075	-0.005	-0.005	-0.01125	-0.0125	-0.02875	3.28125E-4
0.54	0.01	0	0.00125	-0.0025	-0.00375	-0.0125	-0.025	1.3125E-4
0.55	0.005	-0.005	-0.00375	-0.005	-0.00875	-0.015	-0.02875	1.084202E-19
0.56	0.005	-0.0075	-0.0075	-0.00625	-0.00625	-0.01875	-0.0275	1.96875E-4
0.57	0.0075	-0.0025	-0.00375	-0.00375	-0.00625	-0.015	-0.0275	-1.3125E-4
0.58	0.01	0	0	-0.0025	-0.00625	-0.01625	-0.02375	1.96875E-4
0.59	0.005	0	0	-0.00375	-0.00375	-0.01625	-0.025	9.1875E-4
0.6	0.0025	-0.00625	-0.00625	-0.0075	-0.01	-0.01625	-0.02875	3.28125E-4
0.61	0.00375	-0.005	-0.0075	-0.005	-0.0125	-0.015	-0.0275	1.96875E-4
0.62	0.005	-0.00875	-0.0075	-0.005	-0.01125	-0.02	-0.03	-1.96875E-4
0.63	0.00875	-0.0025	-0.005	-0.00125	-0.00875	-0.0175	-0.02875	1.96875E-4
0.64	0.005	-0.00625	-0.0025	-0.00625	-0.00625	-0.01375	-0.03	1.96875E-4
0.65	0.00625	-0.0025	-0.00375	-0.0025	-0.01	-0.01625	-0.0275	7.21875E-4
0.66	0.00375	-0.0075	-0.00625	-0.0075	-0.01	-0.01625	-0.0325	-3.28125E-4
0.67	0.005	-0.005	-0.00625	-0.005	-0.01	-0.01875	-0.03125	5.25E-4
0.68	0.00375	-0.0075	-0.0075	-0.01	-0.0075	-0.01875	-0.03125	-4.59375E-4
0.69	0.00875	-0.00625	-0.00375	-0.005	-0.00875	-0.0175	-0.02875	6.5625E-5
0.7	0.00875	-0.00125	-0.0025	0	-0.00625	-0.01625	-0.0325	-6.5625E-5
0.71	0.0025	-0.0075	-0.0075	-0.01125	-0.0125	-0.0225	-0.03	6.5625E-5
0.72	0.00625	-0.0075	-0.0075	-0.005	-0.01	-0.0175	-0.0275	-1.3125E-4
0.73	0.005	-0.00125	-0.00125	-0.005	-0.00375	-0.0175	-0.02875	1.96875E-4
0.74	0.01125	-0.00375	-0.0025	-0.00375	-0.00875	-0.015	-0.0275	1.3125E-4
0.75	0.01	-0.0025	-0.00375	-0.00375	-0.00625	-0.0125	-0.02875	3.9375E-4
0.76	0.00875	-0.0025	-0.005	-0.005	0	-0.015	-0.0275	-1.96875E-4
0.77	0.0025	-0.0075	-0.0075	-0.01	-0.01	-0.0175	-0.0275	-6.5625E-5
0.78	0.00125	-0.01375	-0.00875	-0.0125	-0.01125	-0.02125	-0.03375	-3.9375E-4
0.79	0.00625	-0.005	-0.00375	-0.0075	-0.005	-0.01625	-0.03	3.28125E-4
0.8	-0.00125	-0.01	-0.00875	-0.01125	-0.01375	-0.0225	-0.035	-1.96875E-4
0.81	0.00375	-0.00875	-0.00125	-0.00625	-0.01	-0.02125	-0.03125	-4.59375E-4
0.82	0.00375	-0.0075	-0.0075	-0.01	-0.01	-0.0175	-0.0325	1.3125E-4
0.83	0.005	-0.00375	0	-0.005	-0.0075	-0.01625	-0.02875	5.90625E-4
0.84	0.00625	0	0.00125	-0.00375	-0.005	-0.0175	-0.02625	-1.3125E-4
0.85	0.0025	-0.0025	-0.005	-0.00375	-0.00375	-0.01375	-0.02875	4.59375E-4
0.86	0.005	-0.005	-0.0025	-0.00625	-0.00875	-0.015	-0.02875	-1.96875E-4
0.87	0.00625	-0.005	-0.00625	-0.0075	-0.00875	-0.015	-0.03	1.3125E-4
0.88	0.00875	-0.00375	-0.00125	-0.0025	-0.005	-0.0125	-0.02625	1.3125E-4
0.89	0.00625	-0.0025	-0.00125	-0.00625	-0.00875	-0.0175	-0.02875	2.625E-4
0.9	0.00125	-0.01125	-0.005	-0.01125	-0.00875	-0.0225	-0.03125	-1.3125E-4
0.91	0.0025	-0.0075	-0.01125	-0.01125	-0.01375	-0.02	-0.03	-5.90625E-4
0.92	0.005	-0.00375	0	-0.005	-0.0075	-0.01375	-0.0275	3.28125E-4
0.93	0.00625	-0.00625	-0.005	-0.00375	-0.00875	-0.015	-0.0275	-6.5625E-5
0.94	0.00375	-0.00625	-0.00625	-0.00625	-0.0125	-0.01875	-0.03	-3.28125E-4
0.95	0.0025	-0.005	-0.0025	-0.00625	-0.0075	-0.01625	-0.02875	1.96875E-4
0.96	-0.00125	-0.00625	-0.00875	-0.01375	-0.01375	-0.0225	-0.0275	-3.28125E-4
0.97	0.00375	-0.0075	-0.005	-0.0075	-0.00875	-0.0175	-0.02875	-1.3125E-4
0.98	0.00875	-0.00375	-0.00375	-0.00375	-0.01	-0.01875	-0.02625	6.5625E-5
0.99	0.00625	-0.005	-0.00125	-0.00375	-0.005	-0.015	-0.025	3.9375E-4
1	0.005	-0.005	-0.00375	-0.0025	-0.0025	-0.015	-0.025	5.25E-4
1.01	0.00125	-0.00375	-0.00375	-0.0075	-0.01	-0.015	-0.02875	2.625E-4
1.02	0.0025	-0.0075	-0.00625	-0.00875	-0.005	-0.02	-0.03	1.084202E-19
1.03	0.00125	-0.0075	-0.00375	-0.00625	-0.01	-0.0225	-0.03	-1.3125E-4
1.04	0.00875	-0.00125	0	-0.00375	-0.00375	-0.015	-0.0275	-5.25E-4
1.05	0.01	-0.0025	0	-0.00375	-0.005	-0.0175	-0.02875	-1.96875E-4
1.06	0.005	-0.005	-0.00375	-0.00625	-0.01	-0.01625	-0.02875	3.9375E-4
1.07	0.0025	-0.00875	-0.00375	-0.01	-0.00625	-0.01875	-0.03125	3.9375E-4
1.08	0.0075	-0.01125	-0.0025	-0.0075	-0.0075	-0.0175	-0.03	-6.5625E-4
1.09	0.00625	0	0	-0.0025	-0.00625	-0.01625	-0.02625	1.96875E-4
1.1	0.00625	-0.005	-0.00375	-0.0075	-0.00625	-0.01875	-0.02875	3.28125E-4
1.11	0.00625	-0.005	-0.00375	-0.00375	-0.01	-0.01625	-0.03125	3.28125E-4
1.12	0.00625	-0.00375	-0.00875	-0.00625	-0.00875	-0.01625	-0.03	-6.5625E-5
1.13	0.00875	-0.0025	0	-0.0025	-0.005	-0.01375	-0.025	-6.5625E-5
1.14	0.00875	-0.00375	0	-0.005	-0.00625	-0.015	-0.025	3.28125E-4
1.15	0.01	-0.0025	-0.0075	-0.00625	-0.01	-0.0175	-0.02875	1.084202E-19
1.16	0.0075	-0.0075	-0.00625	-0.0075	-0.0075	-0.02	-0.02875	1.084202E-19
1.17	0.0025	-0.0075	-0.01	-0.00625	-0.00875	-0.01875	-0.02875	2.625E-4
1.18	0.00625	-0.005	-0.00625	-0.005	-0.00875	-0.01625	-0.0325	-3.28125E-4
1.19	0.01	-0.00125	0	-0.00375	-0.00625	-0.01375	-0.02875	1.3125E-4
1.2	0.01125	-0.00125	-0.0025	-0.00625	-0.0075	-0.015	-0.03125	6.5625E-5
1.21	0.00875	-0.0025	0	-0.0025	-0.00375	-0.015	-0.02875	1.96875E-4
1.22	0.00875	-0.0025	-0.0075	-0.005	-0.01	-0.0175	-0.0275	3.9375E-4
1.23	0.00875	0	-0.00625	-0.00625	-0.00625	-0.0175	-0.02625	1.3125E-4
1.24	0.00875	-0.00125	0	-0.0025	-0.005	-0.01375	-0.02625	-6.5625E-5
1.25	0.0025	-0.005	-0.00625	-0.0075	-0.01	-0.02	-0.03125	-2.625E-4
1.26	0.0075	-0.00375	-0.0025	-0.005	-0.0075	-0.0175	-0.02875	6.5625E-5
1.27	0.005	-0.0075	-0.005	-0.00625	-0.0075	-0.0175	-0.03	-6.5625E-5
1.28	0.0025	-0.0075	-0.00625	-0.00625	-0.00875	-0.02	-0.03	-1.3125E-4
1.29	0.00625	-0.0025	0	-0.0025	-0.00625	-0.0175	-0.02875	6.5625E-5
1.3	0.005	-0.00875	-0.00375	-0.00875	-0.00875	-0.02	-0.03125	-4.59375E-4
1.31	0.005	-0.005	-0.00375	-0.0075	-0.0075	-0.0175	-0.02875	-6.5625E-5
1.32	0.005	-0.00875	-0.0025	-0.00875	-0.01	-0.02	-0.02875	-1.3125E-4
1.33	0.00875	-0.0025	0	-0.00125	-0.00625	-0.01375	-0.025	-1.3125E-4
1.34	0.01125	-0.00375	-0.00375	-0.005	-0.00625	-0.015	-0.03375	7.21875E-4
1.35	0.005	-0.0075	-0.0075	-0.0075	-0.00875	-0.02125	-0.03	-1.3125E-4
1.36	0.00625	-0.0075	-0.0025	-0.00375	-0.00625	-0.0175	-0.02875	-6.5625E-5
1.37	0.0025	-0.00625	-0.005	-0.005	-0.01	-0.02125	-0.02875	-4.59375E-4
1.38	0.0075	-0.0025	-0.005	-0.005	-0.00875	-0.01875	-0.0275	1.3125E-4
1.39	0.01375	-0.00125	0	-0.0025	-0.00625	-0.01375	-0.0275	1.96875E-4
1.4	0.01	-0.00375	-0.00125	-0.00125	-0.00125	-0.01625	-0.025	1.084202E-19
1.41	0.00625	-0.005	-0.00625	-0.005	-0.01	-0.01875	-0.03125	1.084202E-19
1.42	0.00625	-0.0075	-0.00125	-0.0025	-0.00625	-0.02	-0.03125	-2.625E-4
1.43	0.0075	-0.00375	-0.00125	-0.005	-0.00875	-0.01125	-0.0275	6.5625E-5
1.44	0.00375	-0.005	-0.00625	-0.0075	-0.0075	-0.02	-0.03	7.21875E-4
1.45	0.00375	-0.01	-0.00875	-0.00625	-0.01	-0.02	-0.0325	1.084202E-19
1.46	0.0075	-0.0075	-0.005	-0.005	-0.01	-0.02	-0.03125	1.3125E-4
1.47	0.00625	-0.00625	-0.00125	-0.00875	-0.0075	-0.01875	-0.02875	-1.3125E-4
1.48	0.00375	-0.0075	-0.005	-0.00625	-0.00875	-0.01625	-0.0275	-4.59375E-4
1.49	0.00125	-0.0125	-0.0075	-0.0075	-0.01125	-0.02125	-0.03125	1.084202E-19
1.5	0.005	-0.00375	-0.0025	-0.0075	-0.01125	-0.01625	-0.02875	-6.5625E-5
1.51	0.00875	-0.0025	-0.00375	-0.0025	-0.0075	-0.015	-0.0275	1.084202E-19
1.52	0.00125	-0.0075	-0.00375	-0.005	-0.00625	-0.0175	-0.02875	1.96875E-4
1.53	0.0025	-0.01	-0.005	-0.00875	-0.01	-0.0225	-0.03125	6.5625E-5
1.54	0.00375	-0.0075	-0.005	-0.0075	-0.01	-0.02	-0.03125	1.96875E-4
1.55	0.005	-0.00625	-0.00875	-0.00375	-0.0075	-0.02	-0.02875	-1.96875E-4
1.56	0.0025	-0.01	-0.00375	-0.00625	-0.0075	-0.01875	-0.03125	6.5625E-5
1.57	0.005	-0.005	-0.00375	-0.00375	-0.0075	-0.02	-0.02875	-2.625E-4
1.58	0.0025	-0.01125	-0.00875	-0.00625	-0.01	-0.02125	-0.03125	-3.9375E-4
1.59	0	-0.0075	-0.0075	-0.0075	-0.01125	-0.0225	-0.03125	-1.3125E-4
1.6	0.01125	0.00125	0.0025	0.00125	-0.00375	-0.0125	-0.02875	1.3125E-4
1.61	0.00125	-0.00875	-0.00625	-0.01125	-0.01125	-0.02125	-0.035	-1.3125E-4
1.62	0.0025	-0.01	-0.00375	-0.005	-0.00875	-0.02125	-0.03375	-4.59375E-4
1.63	0.00375	-0.00625	-0.005	-0.005	-0.00875	-0.01625	-0.02875	5.25E-4
1.64	0.00375	-0.00625	-0.00625	-0.00625	-0.01	-0.02	-0.03375	1.084202E-19
1.65	0.0075	0	-0.00125	-0.0025	-0.005	-0.01375	-0.025	6.5625E-5
1.66	0.005	-0.00375	-0.00375	-0.005	-0.00875	-0.0175	-0.02875	1.3125E-4
1.67	-0.00125	-0.01125	-0.00875	-0.00875	-0.01125	-0.02875	-0.03625	-1.96875E-4
1.68	0.0075	-0.005	-0.00375	-0.005	-0.00625	-0.0175	-0.02875	-1.3125E-4
1.69	0.005	-0.00875	-0.0075	-0.00875	-0.01125	-0.01875	-0.03	2.625E-4
1.7	0.005	-0.0075	-0.005	-0.005	-0.0125	-0.02125	-0.03375	6.5625E-5
1.71	0.0025	-0.00625	-0.00625	-0.005	-0.0125	-0.02125	-0.03375	1.3125E-4
1.72	0.00875	-0.0025	-0.00125	-0.0025	-0.0075	-0.015	-0.02875	5.25E-4
1.73	0.00875	-0.0075	-0.00625	-0.005	-0.00625	-0.02	-0.02875	2.625E-4
1.74	0.00875	-0.005	0	-0.00375	-0.01	-0.015	-0.0275	5.25E-4
1.75	0.00625	-0.005	-0.0025	-0.00375	-0.00375	-0.01625	-0.02875	1.96875E-4
1.76	0.005	-0.00375	-0.00375	-0.005	-0.0075	-0.02	-0.03125	6.5625E-5
1.77	0.0075	-0.00125	-0.00375	-0.00625	-0.00875	-0.015	-0.03125	1.084202E-19
1.78	0.00625	-0.005	-0.00375	-0.005	-0.00625	-0.02	-0.02875	1.3125E-4
1.79	0.0025	-0.01	-0.00625	-0.00875	-0.00875	-0.01625	-0.0325	-1.96875E-4
1.8	0.00875	-0.00625	-0.00375	-0.00375	-0.00625	-0.01875	-0.0275	3.28125E-4
1.81	0.01	-0.00375	-0.00375	-0.0025	-0.00625	-0.015	-0.025	-6.5625E-5
1.82	0.00625	-0.0075	-0.00875	-0.005	-0.0075	-0.02	-0.03125	-5.90625E-4
1.83	0.01375	-0.00625	0	0	-0.00375	-0.01375	-0.02375	-6.5625E-5
1.84	0.01	0.00125	-0.005	-0.00375	-0.0075	-0.01	-0.02625	1.3125E-4
1.85	0.00625	0	-0.00375	-0.0025	-0.0075	-0.01375	-0.03	6.5625E-5
1.86	0.00375	-0.005	-0.01	-0.00625	-0.00875	-0.02125	-0.0325	-3.9375E-4
1.87	0.00875	-0.00375	-0.0025	-0.0025	-0.00875	-0.01875	-0.02875	6.5625E-5
1.88	0.00625	-0.00125	-0.0025	-0.0025	-0.00625	-0.0175	-0.03	-2.625E-4
1.89	0.00875	-0.00375	-0.0075	-0.00875	-0.00875	-0.01625	-0.0275	-3.9375E-4
1.9	0.00625	-0.005	-0.0075	-0.0025	-0.00625	-0.01625	-0.02875	-1.3125E-4
1.91	0.00375	-0.00625	-0.00875	-0.00625	-0.00625	-0.0225	-0.03	-1.96875E-4
1.92	0.00875	-0.005	0.00125	0	-0.00375	-0.0175	-0.02625	1.3125E-4
1.93	0.0125	-0.00375	0	-0.00125	-0.0025	-0.01625	-0.02375	3.9375E-4
1.94	0.005	-0.00375	-0.00875	-0.0025	-0.00625	-0.01875	-0.02625	-6.5625E-5
1.95	0.0075	0	0.0025	0	-0.0075	-0.0175	-0.03125	2.625E-4
1.96	0.01125	-0.00125	0.00125	-0.00125	-0.00375	-0.01625	-0.025	1.3125E-4
1.97	0.00625	0	0	-0.00375	-0.005	-0.01375	-0.0275	1.084202E-19
1.98	0.0025	-0.00375	-0.005	-0.005	-0.00625	-0.02	-0.0275	-1.96875E-4
1.99	0.01	0	-0.00125	-0.00375	-0.0075	-0.01625	-0.0275	1.084202E-19
2	0.005	-0.00375	-0.0075	-0.0025	-0.00625	-0.02	-0.0325	1.96875E-4
2.01	0.01125	0	-0.00125	-0.00375	-0.00625	-0.015	-0.02875	2.625E-4
2.02	0.01	-0.00375	-0.00375	-0.00625	-0.0075	-0.01875	-0.03125	6.5625E-5
2.03	0.0075	-0.00375	-0.00375	-0.00625	-0.01	-0.01875	-0.02875	-1.3125E-4
2.04	0.01	-0.0025	-0.00125	-0.00375	-0.00625	-0.01625	-0.02625	3.28125E-4
2.05	0.0075	-0.00625	-0.00625	-0.00375	-0.0075	-0.01625	-0.02875	1.084202E-19
2.06	0.00125	-0.00375	-0.00625	-0.00875	-0.00875	-0.02	-0.02875	-6.5625E-5
2.07	0.0025	-0.0075	-0.005	-0.0075	-0.00625	-0.02	-0.03125	1.3125E-4
2.08	0.0025	-0.0075	-0.005	-0.00875	-0.01125	-0.02	-0.0325	1.084202E-19
2.09	0.005	-0.00375	0.00125	-0.0025	-0.01	-0.01875	-0.03	6.5625E-5
2.1	0.01125	-0.0025	-0.0025	-0.0025	-0.00625	-0.01375	-0.02625	3.9375E-4
2.11	0.005	-0.005	-0.00375	-0.005	-0.0075	-0.0175	-0.025	1.96875E-4
2.12	0.00125	-0.00625	-0.01	-0.0125	-0.01	-0.02	-0.02875	-3.28125E-4
2.13	0.00625	-0.00125	-0.00625	-0.00625	-0.00625	-0.01875	-0.025	1.084202E-19
2.14	0.00625	-0.005	-0.0075	-0.00625	-0.005	-0.01625	-0.02875	-1.96875E-4
2.15	0.00875	-0.00125	-0.005	-0.0025	-0.0075	-0.01875	-0.025	1.084202E-19
2.16	0.00125	-0.00375	-0.0075	-0.005	-0.00875	-0.02125	-0.03125	-6.5625E-4
2.17	0.00625	-0.005	0	-0.005	-0.00875	-0.0175	-0.03	6.5625E-5
2.18	0.00625	0	-0.00125	-0.0075	-0.005	-0.01375	-0.025	-1.3125E-4
2.19	0.01125	0	0	-0.00375	-0.00375	-0.0125	-0.02625	1.3125E-4
2.2	0.00375	-0.0075	-0.00625	-0.0075	-0.0075	-0.0175	-0.02875	1.3125E-4
2.21	-0.00125	-0.0125	-0.00625	-0.0125	-0.01375	-0.0225	-0.03625	-1.96875E-4
2.22	0.00125	-0.0075	-0.005	-0.01	-0.01	-0.02375	-0.03375	-8.53125E-4
2.23	0.0025	-0.0075	-0.00125	-0.0075	-0.00875	-0.02125	-0.02875	3.9375E-4
2.24	0.00125	-0.005	-0.00625	-0.005	-0.01125	-0.0175	-0.02875	1.084202E-19
2.25	0.00875	-0.0025	-0.0025	-0.0025	-0.00375	-0.015	-0.0275	5.90625E-4
2.26	0.005	-0.005	-0.005	-0.0075	-0.00875	-0.01875	-0.03	3.28125E-4
2.27	0.005	-0.0075	-0.00625	-0.01	-0.01125	-0.02	-0.03375	-1.96875E-4
2.28	0.0025	-0.0075	-0.005	-0.00625	-0.01125	-0.02375	-0.03375	-3.28125E-4
2.29	0.00875	-0.00375	-0.0025	0	-0.00625	-0.015	-0.03125	-1.3125E-4
2.3	0.005	-0.00625	-0.0075	-0.00875	-0.01125	-0.0225	-0.0375	2.625E-4
2.31	0.00625	-0.0025	-0.00375	-0.0075	-0.0075	-0.0175	-0.02875	5.25E-4
2.32	0.005	-0.005	-0.005	-0.00875	-0.01	-0.02	-0.02875	-1.3125E-4
2.33	0.00625	-0.00625	-0.00375	-0.0075	-0.01	-0.01625	-0.0275	1.084202E-19
2.34	0.0025	-0.0075	-0.01125	-0.01	-0.01375	-0.0225	-0.03625	-6.5625E-5
2.35	0.0025	-0.01	-0.005	-0.00875	-0.0075	-0.02	-0.0325	1.3125E-4
2.36	0.0025	-0.005	-0.00625	-0.00625	-0.0075	-0.02125	-0.03125	1.3125E-4
2.37	0.01125	-0.00125	0.00375	-0.0025	-0.00375	-0.015	-0.025	5.25E-4
2.38	0.00625	-0.005	-0.00375	-0.005	-0.00625	-0.0175	-0.03	-1.3125E-4
2.39	0.0075	-0.00625	0	-0.00375	-0.00625	-0.01875	-0.0275	1.96875E-4
2.4	0.00625	-0.00375	-0.00125	-0.00625	-0.00625	-0.0175	-0.03	5.90625E-4
2.41	0.00875	-0.00375	-0.00625	-0.00375	-0.01125	-0.0175	-0.03125	3.28125E-4
2.42	0.00875	-0.00125	-0.005	-0.0025	-0.00625	-0.015	-0.02875	6.5625E-5
2.43	0.005	-0.0075	-0.005	-0.0075	-0.0075	-0.02	-0.03	4.59375E-4
2.44	0.0025	-0.00875	-0.00625	-0.0075	-0.0125	-0.0225	-0.03375	-4.59375E-4
2.45	0.005	-0.00625	-0.0075	-0.00625	-0.01	-0.02125	-0.03125	-3.9375E-4
2.46	0.00875	-0.00125	-0.0025	0	-0.0075	-0.01375	-0.02875	1.084202E-19
2.47	0.01	0.00125	-0.00375	0	-0.005	-0.0175	-0.03125	6.5625E-5
2.48	0.01	-0.0075	-0.005	-0.00375	-0.01125	-0.02	-0.02875	-3.9375E-4
2.49	0.00875	-0.005	-0.005	-0.00375	-0.01	-0.0175	-0.03125	1.084202E-19
2.5	0.00125	-0.00625	-0.0075	-0.0075	-0.01125	-0.02	-0.03125	6.5625E-5
2.51	0.005	-0.0075	-0.0025	-0.00875	-0.0125	-0.02	-0.03	-6.5625E-5
2.52	0.01125	-0.00375	-0.0025	0	-0.00625	-0.01625	-0.02875	-6.5625E-5
2.53	0.005	-0.00625	-0.00625	-0.00625	-0.01125	-0.02375	-0.03375	6.5625E-5
2.54	0.00625	-0.0025	-0.01	-0.005	-0.01125	-0.02	-0.03	6.5625E-5
2.55	0.0025	-0.0075	-0.01	-0.00875	-0.01375	-0.02125	-0.03	-1.3125E-4
2.56	0.01	0	-0.00625	-0.00375	-0.00875	-0.0175	-0.03125	-3.9375E-4
2.57	0.00625	-0.0025	0.00125	-0.00125	-0.0075	-0.01375	-0.02625	1.96875E-4
2.58	0.00875	0.0025	-0.00375	0	-0.00375	-0.015	-0.025	1.084202E-19
2.59	0.0025	-0.01	-0.00625	-0.0075	-0.01125	-0.02125	-0.035	-3.28125E-4
2.6	0.005	-0.005	-0.00625	-0.0075	-0.0075	-0.02	-0.02875	2.625E-4
2.61	0.005	-0.005	-0.005	-0.005	-0.00875	-0.015	-0.0275	-1.3125E-4
2.62	0.0075	-0.00375	-0.005	-0.0025	-0.00375	-0.0175	-0.03125	1.084202E-19
2.63	0.00875	0.00125	-0.0025	-0.00375	-0.00375	-0.015	-0.02625	2.625E-4
2.64	0.01	-0.0025	0	-0.00375	-0.0025	-0.01375	-0.0275	-4.59375E-4
2.65	0.00875	-0.0025	0	-0.0025	-0.00625	-0.015	-0.0275	1.96875E-4
2.66	0.00625	0.00125	0	-0.0025	-0.00375	-0.015	-0.0275	-6.5625E-5
2.67	0.0125	0	-0.0025	-0.005	-0.00125	-0.01625	-0.02625	-1.3125E-4
2.68	0.01	-0.0025	0	-0.0025	-0.005	-0.01625	-0.02375	2.625E-4
2.69	0.00625	-0.00125	-0.0025	-0.005	-0.0075	-0.015	-0.02875	-1.3125E-4
2.7	0.01	-0.00125	-0.005	-0.005	-0.005	-0.0175	-0.03	-6.5625E-5
2.71	0.01	-0.00125	0	0	-0.005	-0.015	-0.0275	1.084202E-19
2.72	0.0025	-0.0025	-0.00375	-0.00375	-0.00625	-0.015	-0.0275	1.96875E-4
2.73	0.01125	0	-0.0025	-0.005	-0.005	-0.0175	-0.0225	-4.59375E-4
