2022-11-14 23:54:07.70338	15	15	1	0	1516.02083	1520.69916	1525.95277	1530.77113	1535.81987	1540.78874	1545.81922	1550.77629	1556.06500	1560.70161	1565.80254	1570.74036	1575.70972	1580.72708	1585.68876	1516.17113	1521.28595	1526.12129	1530.99903	1535.81789	1540.99820	1545.96812	1551.10452	1556.08132	1560.83873	1565.83541	1570.81499	1576.01073	1580.99524	1585.96351	1571.95665
2022-11-14 23:54:08.70338	15	15	1	0	1516.02083	1520.70071	1525.95470	1530.77113	1535.81987	1540.78874	1545.81721	1550.77629	1556.06375	1560.70161	1565.80170	1570.73829	1575.71179	1580.72500	1585.68921	1516.17303	1521.28595	1526.12129	1530.99903	1535.81789	1540.99820	1545.96812	1551.10654	1556.08003	1560.83873	1565.83672	1570.81499	1576.01073	1580.99524	1585.96533	1571.95478
2022-11-14 23:54:09.70338	15	15	1	0	1516.02136	1520.70071	1525.95355	1530.77156	1535.81789	1540.78874	1545.81922	1550.77621	1556.06296	1560.70161	1565.80086	1570.73783	1575.71255	1580.72708	1585.68921	1516.17128	1521.28595	1526.11973	1530.99916	1535.81592	1540.99820	1545.96812	1551.10562	1556.07928	1560.83873	1565.83804	1570.81414	1576.01074	1580.99524	1585.96533	1571.95498
2022-11-14 23:54:10.70338	15	15	1	0	1516.02083	1520.69878	1525.95470	1530.77306	1535.81944	1540.78776	1545.81753	1550.77629	1556.06296	1560.70161	1565.80376	1570.73909	1575.71048	1580.72916	1585.68921	1516.17113	1521.28485	1526.12129	1530.99903	1535.81747	1540.99975	1545.96611	1551.10452	1556.08132	1560.83873	1565.83672	1570.81353	1576.01074	1580.99732	1585.96743	1571.95685
2022-11-14 23:54:11.70338	15	15	1	0	1516.02083	1520.70071	1525.95355	1530.77156	1535.81944	1540.78776	1545.81753	1550.77629	1556.06375	1560.69956	1565.80170	1570.73783	1575.71179	1580.72708	1585.69003	1516.17303	1521.28485	1526.12166	1530.99916	1535.81747	1540.99775	1545.96617	1551.10452	1556.08003	1560.83873	1565.83672	1570.81414	1576.01281	1580.99524	1585.96546	1571.95685
2022-11-14 23:54:12.70338	15	15	1	0	1516.02189	1520.69878	1525.95277	1530.77007	1535.81987	1540.78674	1545.81753	1550.77435	1556.06500	1560.70092	1565.80376	1570.73909	1575.71048	1580.72708	1585.69003	1516.17144	1521.28595	1526.12129	1530.99735	1535.81789	1540.99820	1545.96818	1551.10544	1556.08132	1560.83770	1565.83672	1570.81560	1576.01074	1580.99732	1585.96546	1571.95705
2022-11-14 23:54:13.70338	15	15	1	0	1516.02136	1520.70071	1525.95355	1530.77007	1535.81944	1540.78874	1545.81954	1550.77427	1556.06375	1560.70161	1565.80376	1570.73909	1575.71048	1580.72708	1585.69003	1516.17318	1521.28401	1526.11973	1530.99722	1535.81747	1540.99620	1545.96806	1551.10452	1556.08003	1560.83873	1565.83672	1570.81560	1576.01074	1580.99524	1585.96546	1571.95685
2022-11-14 23:54:14.70338	15	15	1	0	1516.02136	1520.70071	1525.95355	1530.77156	1535.81789	1540.78674	1545.81954	1550.77427	1556.06375	1560.70230	1565.80170	1570.73909	1575.71048	1580.72708	1585.69003	1516.17128	1521.28401	1526.11973	1530.99735	1535.81592	1540.99620	1545.96818	1551.10249	1556.08003	1560.83772	1565.83672	1570.81560	1576.00867	1580.99524	1585.96546	1571.95705
2022-11-14 23:54:15.70338	15	15	1	0	1516.02083	1520.69878	1525.95355	1530.77156	1535.81987	1540.78674	1545.81922	1550.77629	1556.06375	1560.70161	1565.80293	1570.73909	1575.71048	1580.72776	1585.68921	1516.17303	1521.28401	1526.11973	1530.99722	1535.81789	1540.99820	1545.96812	1551.10249	1556.08003	1560.83873	1565.83804	1570.81560	1576.00867	1580.99525	1585.96743	1571.95705
2022-11-14 23:54:16.70338	15	15	1	0	1516.01946	1520.70071	1525.95470	1530.77113	1535.81944	1540.78674	1545.81753	1550.77629	1556.06500	1560.70161	1565.80170	1570.73909	1575.71255	1580.72708	1585.68794	1516.17128	1521.28595	1526.12129	1530.99903	1535.81747	1540.99820	1545.96617	1551.10654	1556.08132	1560.83873	1565.83672	1570.81560	1576.01074	1580.99732	1585.96546	1571.95685
2022-11-14 23:54:17.70338	15	15	1	0	1516.02083	1520.70071	1525.95355	1530.77156	1535.81944	1540.78772	1545.81721	1550.77621	1556.06375	1560.69956	1565.80293	1570.73909	1575.71048	1580.72640	1585.68794	1516.17303	1521.28595	1526.11973	1530.99722	1535.81747	1540.99864	1545.96812	1551.10562	1556.08003	1560.83669	1565.83597	1570.81353	1576.01074	1580.99731	1585.96546	1571.95705
2022-11-14 23:54:18.70338	15	15	1	0	1516.01946	1520.70071	1525.95470	1530.77156	1535.81747	1540.78674	1545.81721	1550.77621	1556.06500	1560.70025	1565.80376	1570.73909	1575.70972	1580.72916	1585.69084	1516.17128	1521.28595	1526.12129	1530.99916	1535.81550	1541.00019	1545.96611	1551.10562	1556.08132	1560.83772	1565.83672	1570.81560	1576.01073	1580.99524	1585.96559	1571.95705
2022-11-14 23:54:19.70338	15	15	1	0	1516.02136	1520.69878	1525.95586	1530.77007	1535.81944	1540.78874	1545.81753	1550.77427	1556.06500	1560.70161	1565.80254	1570.73909	1575.71048	1580.72708	1585.69003	1516.17128	1521.28595	1526.12092	1530.99722	1535.81747	1540.99820	1545.96812	1551.10452	1556.08132	1560.83873	1565.83541	1570.81560	1576.00867	1580.99524	1585.96546	1571.95705
2022-11-14 23:54:20.70338	15	15	1	0	1516.02083	1520.70071	1525.95277	1530.76964	1535.81987	1540.78674	1545.81922	1550.77629	1556.06375	1560.70161	1565.80170	1570.73909	1575.71179	1580.72708	1585.69130	1516.17303	1521.28595	1526.12129	1530.99722	1535.81789	1540.99820	1545.96806	1551.10249	1556.08003	1560.83873	1565.83672	1570.81560	1576.01073	1580.99524	1585.96743	1571.95478
2022-11-14 23:54:21.70338	15	15	1	0	1516.01946	1520.69953	1525.95355	1530.77156	1535.81987	1540.78874	1545.81585	1550.77629	1556.06375	1560.70161	1565.80170	1570.73829	1575.71179	1580.72568	1585.69003	1516.17128	1521.28401	1526.11973	1530.99903	1535.81789	1540.99820	1545.96611	1551.10654	1556.08003	1560.83873	1565.83672	1570.81499	1576.01073	1580.99525	1585.96755	1571.95685
2022-11-14 23:54:22.70338	15	15	1	0	1516.02136	1520.70034	1525.95470	1530.77156	1535.81987	1540.78573	1545.81753	1550.77629	1556.06500	1560.70161	1565.80170	1570.73909	1575.71179	1580.72568	1585.69003	1516.17128	1521.28595	1526.11935	1530.99903	1535.81592	1540.99665	1545.96611	1551.10452	1556.08132	1560.83873	1565.83672	1570.81560	1576.01073	1580.99525	1585.96546	1571.95685
2022-11-14 23:54:23.70338	15	15	1	0	1516.02136	1520.70071	1525.95277	1530.77113	1535.81987	1540.78874	1545.81922	1550.77427	1556.06375	1560.69956	1565.80254	1570.73909	1575.71048	1580.72640	1585.68921	1516.17128	1521.28401	1526.12129	1530.99722	1535.81592	1540.99820	1545.96812	1551.10452	1556.08003	1560.83669	1565.83747	1570.81560	1576.01074	1580.99523	1585.96533	1571.95685
2022-11-14 23:54:24.70338	15	15	1	0	1516.02083	1520.69878	1525.95470	1530.77113	1535.81944	1540.78776	1545.81922	1550.77629	1556.06500	1560.70025	1565.80376	1570.73909	1575.70972	1580.72708	1585.69084	1516.17303	1521.28401	1526.11935	1530.99903	1535.81747	1540.99975	1545.96806	1551.10654	1556.08132	1560.83772	1565.83672	1570.81560	1576.01073	1580.99732	1585.96559	1571.95498
2022-11-14 23:54:25.70338	15	15	1	0	1516.02136	1520.70034	1525.95277	1530.77156	1535.81789	1540.78874	1545.81753	1550.77427	1556.06375	1560.70092	1565.80254	1570.73909	1575.71048	1580.72568	1585.69003	1516.17128	1521.28595	1526.12129	1530.99722	1535.81592	1540.99820	1545.96812	1551.10452	1556.08003	1560.83974	1565.83541	1570.81560	1576.01074	1580.99525	1585.96546	1571.95685
2022-11-14 23:54:26.70338	15	15	1	0	1516.02136	1520.69878	1525.95355	1530.77156	1535.81944	1540.78772	1545.81721	1550.77629	1556.06375	1560.69956	1565.80170	1570.73909	1575.71179	1580.72708	1585.69003	1516.17128	1521.28401	1526.11973	1530.99722	1535.81747	1540.99864	1545.96812	1551.10452	1556.08003	1560.83669	1565.83672	1570.81353	1576.01073	1580.99524	1585.96546	1571.95498
