Time	Dis1	Dis2	Dis3	Dis4	Dis5	Dis6	Dis7	Acc7
0.46	0.015	0.00625	-0.00600000000000001	-0.00375	-0.0025	-0.01	-0.01875	-8.5313E-4
0.47	0.01625	0.00625	-0.00475	-0.0025	0.0025	-0.00875	-0.0175	-2.62505E-4
0.48	0.02	0.0075	-0.0035	-0.0025	0	-0.00875	-0.01625	-0.001050005
0.49	0.015	0.00625	-0.00225	0	-0.0025	-0.01125	-0.02	-6.56255E-4
0.5	0.015	0.00875	-0.00475	-0.0025	-0.00375	-0.01	-0.01875	1.9687E-4
0.51	0.015	0.005	-0.0035	-0.00375	-0.00125	-0.01125	-0.02	-7.2188E-4
0.52	0.01625	0.005	-0.00225	-0.00625	-0.00375	-0.0075	-0.0225	-5.9063E-4
0.53	0.01625	0.00625	-0.00475	-0.0025	-0.0025	-0.00625	-0.0175	-5E-9
0.54	0.01375	0.00875	-0.00475	-0.00375	-0.00125	-0.01	-0.0175	-3.93755E-4
0.55	0.0175	0.00875	-0.00225	0	0.00125	-0.00625	-0.01625	-1.9688E-4
0.56	0.015	0.0075	-0.00475	-0.00125	-0.0025	-0.01	-0.02	-6.56255E-4
0.57	0.0125	0	-0.00475	-0.01	-0.00375	-0.01	-0.02	-8.5313E-4
0.58	0.01875	0.00625	-0.001	-0.0025	-0.005	-0.00875	-0.01875	-2.62505E-4
0.59	0.02	0.01125	0.0015	0.0025	0.0025	-0.00375	-0.015	-1.31255E-4
0.6	0.01875	0.01	-0.001	0.00125	0	-0.01	-0.01875	-2.62505E-4
0.61	0.01625	0.00625	-0.00475	-0.00375	-0.00125	-0.00875	-0.0175	-5.9063E-4
0.62	0.015	0.00625	-0.0035	-0.00125	-0.00375	-0.00875	-0.0225	-1.31255E-4
0.63	0.0175	0.00625	-0.001	0	-0.00125	-0.0075	-0.0175	-7.2188E-4
0.64	0.01875	0.0075	-0.001	-0.00375	-0.005	-0.00625	-0.01875	-6.56255E-4
0.65	0.0175	0.01	-0.001	-0.0025	0	-0.00625	-0.01375	-1.31255E-4
0.66	0.01375	0.01	-0.00600000000000001	-0.005	-0.00125	-0.005	-0.02	-6.56255E-4
0.67	0.0175	0.00875	-0.00225	0.00125	0.0025	-0.00625	-0.01625	-5.25005E-4
0.68	0.0125	0.0075	-0.001	-0.005	-0.0025	-0.01	-0.0175	-8.5313E-4
0.69	0.0175	0.0075	2.5E-4	-0.0025	0	-0.00625	-0.015	2.62495E-4
0.7	0.02375	0.0125	0.00775	0.0025	0.005	-0.005	-0.0125	6.562E-5
0.71	0.0175	0.01125	2.5E-4	0	-0.0025	-0.0075	-0.0175	-1.9688E-4
0.72	0.01875	0.01	2.5E-4	0.00125	-0.00375	-0.00875	-0.0175	-3.2813E-4
0.73	0.02	0.0125	0.0015	-0.00125	0	-0.00875	-0.01875	-5E-9
0.74	0.01625	0.00625	-0.00600000000000001	-0.00125	-0.00375	-0.01	-0.0175	-6.56255E-4
0.75	0.015	0.005	-0.0035	-0.005	-0.0025	-0.00875	-0.01875	-6.56255E-4
0.76	0.01625	0.005	-0.001	-0.00375	0	-0.01	-0.015	-3.2813E-4
0.77	0.02	0.01375	0.00525	0.005	0.0025	-0.0025	-0.01375	1.31245E-4
0.78	0.01875	0.01	2.5E-4	0.0025	-0.00125	-0.0075	-0.01375	-2.62505E-4
0.79	0.015	0.01125	2.5E-4	-0.00125	-0.00125	-0.01	-0.02125	3.2812E-4
0.8	0.02125	0.015	0.00525	0.005	0.0025	-0.00125	-0.0125	1.31245E-4
0.81	0.01625	0.005	0.0015	-0.0025	0	-0.00875	-0.01875	-6.56255E-4
0.82	0.0175	0.00625	-0.0035	0	-0.0025	-0.01	-0.01875	-2.62505E-4
0.83	0.00875	0.00125	-0.0085	-0.00625	-0.00750000000000003	-0.01625	-0.0225	-6.56255E-4
0.84	0.015	0.00875	-0.001	-0.0025	0	-0.00625	-0.02125	-5.25005E-4
0.85	0.01875	0.00875	2.5E-4	-0.00125	0	-0.00625	-0.015	3.2812E-4
0.86	0.0175	0.01	-0.001	0.00125	0.00125	-0.00875	-0.01875	3.93745E-4
0.87	0.01625	0.00625	-0.00225	-0.0025	-0.0025	-0.01375	-0.0175	-3.93755E-4
0.88	0.01125	-0.00125	-0.00225	-0.005	-0.00375	-0.01	-0.02125	-3.2813E-4
0.89	0.01625	0.00625	-0.00225	-0.0025	-0.00125	-0.01125	-0.01875	-4.5938E-4
0.9	0.015	0.01	-0.00225	-0.00125	-0.00125	-0.00875	-0.02	-2.62505E-4
0.91	0.01625	0.00625	-0.00225	0.00125	0	-0.00875	-0.0175	-6.563E-5
0.92	0.02	0.0075	-0.0035	0	-0.005	-0.0125	-0.01875	-4.5938E-4
0.93	0.00875	0.0025	-0.00725	-0.0075	-0.00875	-0.01375	-0.02375	-5.25005E-4
0.94	0.015	0.00125	-0.00225	-0.0025	0	-0.00875	-0.0225	-2.62505E-4
0.95	0.0175	0.00625	-0.00225	-0.005	0	-0.00625	-0.02	3.2812E-4
0.96	0.01	0.005	-0.00600000000000001	-0.00625	-0.00625	-0.01125	-0.0275	-3.93755E-4
0.97	0.015	0.00625	-0.0035	-0.0025	-0.00125	-0.01125	-0.01875	-2.62505E-4
0.98	0.0175	0.0075	-0.00225	0.00125	0	-0.0075	-0.02	-1.31255E-4
0.99	0.01625	0.01	2.5E-4	-0.00125	0.00125	-0.01	-0.01625	-5.25005E-4
1	0.0175	0.00625	-0.001	-0.00375	-0.00125	-0.00625	-0.0175	-3.2813E-4
1.01	0.015	0.0075	2.5E-4	-0.00125	-0.0025	-0.0075	-0.0175	-3.93755E-4
1.02	0.015	0.0075	-0.0035	0.00125	0.00125	-0.00875	-0.01875	-1.31255E-4
1.03	0.01375	0.00625	-0.00475	-0.0025	-0.0025	-0.0125	-0.02	-3.93755E-4
1.04	0.01625	0.00875	-0.00225	-0.005	-0.0025	-0.0075	-0.01875	-2.62505E-4
1.05	0.01625	0.00875	-0.00225	-0.00375	0.00125	-0.00875	-0.015	1.31245E-4
1.06	0.01875	0.0125	0.00525	0.00125	0.005	-0.0075	-0.01375	-2.62505E-4
1.07	0.02	0.00875	2.5E-4	0	0.00125	-0.00625	-0.0175	-5.9063E-4
1.08	0.0175	0.01	2.5E-4	-0.00125	0.00125	-0.0075	-0.0175	-6.56255E-4
1.09	0.01	0.00875	-0.00475	-0.00375	-0.00375	-0.01	-0.01875	-5.9063E-4
1.1	0.0125	0.00375	-0.00600000000000001	-0.00875	0	-0.0125	-0.02125	-4.5938E-4
1.11	0.01375	0.00625	-0.00225	-0.00375	-0.00375	-0.0125	-0.02	-3.93755E-4
1.12	0.015	0.00375	-0.00225	-0.00375	0.00125	-0.01	-0.0175	-3.2813E-4
1.13	0.01375	0.0075	-0.00475	-0.0025	-0.00125	-0.0075	-0.02125	-3.93755E-4
1.14	0.0175	0.00625	-0.00475	-0.0025	0.00125	-0.0075	-0.02	-3.2813E-4
1.15	0.01125	-0.00125	-0.00600000000000001	-0.0075	-0.005	-0.015	-0.025	-9.18755E-4
1.16	0.01875	0.01375	-0.001	0	0.0025	-0.00875	-0.015	-6.563E-5
1.17	0.015	0.01	0.00275	0	0	-0.0125	-0.015	-3.2813E-4
1.18	0.02125	0.00875	2.5E-4	0.0025	0.0025	-0.00875	-0.015	-8.5313E-4
1.19	0.01625	0.00875	-0.001	-0.00125	0.00125	-0.01	-0.0175	-5.25005E-4
1.2	0.02	0.00875	-0.0035	-0.00125	-0.00125	-0.00875	-0.0175	-8.5313E-4
1.21	0.01875	0.0075	-0.001	0	-0.00125	-0.00875	-0.0175	-3.93755E-4
1.22	0.01625	0.00625	-0.001	-0.00125	0	-0.0075	-0.0125	-3.93755E-4
1.23	0.02	0.01	0.00275	0.005	0	-0.00875	-0.0175	-5.9063E-4
1.24	0.0175	0.0075	-0.00600000000000001	-0.00375	-0.005	-0.00625	-0.02125	-0.001050005
1.25	0.015	0.00375	-0.0035	-0.00375	-0.00375	-0.01125	-0.01875	-6.56255E-4
1.26	0.0175	0.01	0.004	0.005	0.0025	-0.00625	-0.015	-1.31255E-4
1.27	0.015	0.005	-0.0035	-0.00375	-0.00375	-0.01125	-0.02125	-5.25005E-4
1.28	0.01875	0.0075	-0.00475	-0.00375	-0.00375	-0.00625	-0.02125	-1.9688E-4
1.29	0.0175	0.00875	0.0015	-0.0025	0.00125	-0.0075	-0.0175	3.2812E-4
1.3	0.0175	0.01	-0.00225	-0.0025	0.0025	-0.00625	-0.02	-9.18755E-4
1.31	0.01875	0.00375	2.5E-4	-0.0025	-0.0025	-0.01	-0.0175	6.562E-5
1.32	0.0125	0.005	2.5E-4	-0.00375	0.00125	-0.01	-0.01875	-5.9063E-4
1.33	0.01625	0.0075	-0.0035	-0.0025	-0.00125	-0.00875	-0.0175	-3.93755E-4
1.34	0.015	0.0075	-0.00475	0.00125	-0.00125	-0.0075	-0.0175	-1.9688E-4
1.35	0.02	0.01	0.00275	0.0025	0.00375	-0.00625	-0.0125	-6.563E-5
1.36	0.0225	0.00625	-0.001	0	0.0025	-0.01	-0.015	-3.2813E-4
1.37	0.02125	0.01125	2.5E-4	0	0.0025	-0.00625	-0.01375	-3.2813E-4
1.38	0.0125	0.00625	-0.00600000000000001	-0.00625	-0.0025	-0.015	-0.02125	-3.93755E-4
1.39	0.01875	0.0125	-0.00225	0.0025	0.0075	-0.0075	-0.01625	1.31245E-4
1.4	0.01875	0.01	-0.001	-0.00125	0.0025	-0.00625	-0.0125	-4.5938E-4
1.41	0.015	0.005	-0.00225	0.00125	0	-0.00875	-0.0175	6.562E-5
1.42	0.01875	0.01	-0.001	0.0025	0	-0.005	-0.0125	-1.31255E-4
1.43	0.02	0.00875	2.5E-4	0.00125	0.00125	-0.00375	-0.0175	-5.25005E-4
1.44	0.02375	0.01	-0.001	0.0025	0.0025	-0.005	-0.0175	-2.62505E-4
1.45	0.01875	0.00875	-0.001	0.00125	0	-0.00875	-0.01875	-7.2188E-4
1.46	0.01625	0.00875	-0.00225	0	0	-0.0125	-0.01875	-5.9063E-4
1.47	0.0175	0.00625	2.5E-4	0.00125	-0.00125	-0.0075	-0.0175	-7.2188E-4
1.48	0.02125	0.0075	-0.00225	-0.0025	-0.00125	-0.01	-0.0175	-1.31255E-4
1.49	0.01625	0.01	-0.001	0.00125	0.00125	-0.0075	-0.015	-5.25005E-4
1.5	0.02125	0.01	2.5E-4	0.0025	0.00375	-0.00625	-0.0175	-5.25005E-4
1.51	0.0175	0.0075	2.5E-4	0	0	-0.00875	-0.0175	-3.93755E-4
1.52	0.01375	0.00625	-0.0035	-0.0025	-0.00375	-0.01	-0.02125	-8.5313E-4
1.53	0.0125	0.00625	-0.00225	-0.0025	-0.00125	-0.01125	-0.0175	-5.9063E-4
1.54	0.015	0.00375	-0.00600000000000001	-0.00375	-0.00375	-0.0075	-0.02	-7.2188E-4
1.55	0.0175	0.01375	-0.0035	-0.00125	-0.00125	-0.01	-0.01625	-3.2813E-4
1.56	0.01375	0.00625	-0.00475	-0.00625	-0.0025	-0.01375	-0.0225	-3.2813E-4
1.57	0.0125	0.00375	-0.00225	-0.0025	0	-0.01125	-0.02	-3.2813E-4
1.58	0.0175	0.0075	0.0015	0	0.00125	-0.0075	-0.015	-4.5938E-4
1.59	0.01875	0.01125	2.5E-4	0.00125	-0.00125	-0.01	-0.0175	-3.93755E-4
1.6	0.01125	0.0025	-0.00725	-0.005	-0.00875	-0.0125	-0.02375	-4.5938E-4
1.61	0.015	0.00875	2.5E-4	-0.00375	0	-0.005	-0.01375	-5.25005E-4
1.62	0.01875	0.00875	2.5E-4	-0.00125	-0.0025	-0.0075	-0.0175	-5.25005E-4
1.63	0.01625	0.00625	-0.00600000000000001	-0.005	0	-0.01125	-0.01875	-1.31255E-4
1.64	0.0175	0.00875	2.5E-4	0	0	-0.00625	-0.015	-2.62505E-4
1.65	0.01875	0.0075	-0.0035	0.00125	-0.00375	-0.01125	-0.01875	-2.62505E-4
1.66	0.0125	0.0025	-0.00475	-0.0075	-0.00375	-0.01125	-0.02125	-7.2188E-4
1.67	0.0175	0.01125	0.004	0.00125	0	-0.00625	-0.015	-6.563E-5
1.68	0.015	0.0025	-0.00600000000000001	-0.005	-0.0025	-0.0125	-0.0175	-7.87505E-4
1.69	0.01625	0.01	-0.00225	0.0025	-0.00125	-0.0075	-0.0175	-2.62505E-4
1.7	0.0175	0.0075	-0.00225	-0.00125	-0.00125	-0.0075	-0.01625	-1.31255E-4
1.71	0.00875	0.00375	-0.00475	-0.00625	-0.00625	-0.015	-0.02125	-5E-9
1.72	0.0175	0.00875	-0.001	-0.00125	0.00125	-0.0075	-0.02	-5.25005E-4
1.73	0.02	0.00375	2.5E-4	-0.00375	-0.00125	-0.01	-0.01875	-9.18755E-4
1.74	0.01375	0.00375	-0.00475	-0.00375	-0.00125	-0.01	-0.0175	-8.5313E-4
1.75	0.01125	0.005	-0.00225	-0.0025	-0.005	-0.00875	-0.02	-5.25005E-4
1.76	0.01625	0.005	-0.0035	-0.00125	-0.00125	-0.0125	-0.01875	-3.2813E-4
1.77	0.01375	-0.00125	-0.00475	-0.005	-0.005	-0.0125	-0.02125	-5.9063E-4
1.78	0.0175	0.0075	-0.001	-0.00125	0	-0.0075	-0.01875	-3.93755E-4
1.79	0.01375	0.00625	2.5E-4	-0.0025	0.00125	-0.005	-0.015	2.62495E-4
1.8	0.0125	0.0075	-0.001	0	-0.0025	-0.01	-0.0225	-2.62505E-4
1.81	0.015	0.005	2.5E-4	0	-0.00375	-0.00875	-0.01875	-2.62505E-4
1.82	0.0125	0.00375	-0.0035	-0.00625	-0.00375	-0.015	-0.02	-1.31255E-4
1.83	0.0125	0.005	-0.00475	-0.00625	-0.00375	-0.00875	-0.01875	-1.31255E-4
1.84	0.01375	0.00625	-0.001	-0.00125	0	-0.0075	-0.0175	6.562E-5
1.85	0.01875	0.00625	-0.0035	-0.0025	0.00125	-0.00875	-0.01625	3.2812E-4
1.86	0.01875	0.01125	0.0015	0.00375	0.0025	-0.0075	-0.01375	-5E-9
1.87	0.0225	0.00875	0.0015	-0.0025	-0.00125	-0.01	-0.0175	-3.93755E-4
1.88	0.015	0.00625	-0.001	0	0	-0.00875	-0.0175	6.562E-5
1.89	0.01375	0.00625	-0.00600000000000001	-0.00625	-0.00375	-0.01125	-0.02	-4.5938E-4
1.9	0.0175	0.00625	0.0015	0	-0.0025	-0.00625	-0.0175	-3.93755E-4
1.91	0.015	0.00625	-0.001	0	-0.00125	-0.01	-0.015	-6.56255E-4
1.92	0.01875	0.00625	-0.001	0	-0.0025	-0.0075	-0.015	-1.9688E-4
1.93	0.02	0.00625	0.0015	0.0025	0.00125	-0.005	-0.0175	-1.31255E-4
1.94	0.0175	0.00875	-0.0035	-0.0025	0	-0.01	-0.02	-5.25005E-4
1.95	0.01625	0.005	-0.00225	0.00125	0.00125	-0.01125	-0.01875	-1.31255E-4
1.96	0.01375	0.0075	-0.00225	-0.00125	-0.00375	-0.01125	-0.0175	-6.563E-5
1.97	0.0175	0.01	-0.00225	0	0	-0.00875	-0.0175	-2.62505E-4
1.98	0.01875	0.01	-0.0035	-0.0025	0	-0.01125	-0.01625	-2.62505E-4
1.99	0.015	0.0025	-0.00225	-0.00375	-0.00375	-0.01375	-0.02125	-7.87505E-4
2	0.015	0.00875	2.5E-4	0.00125	0	-0.00625	-0.01875	-2.62505E-4
2.01	0.015	0.00625	-0.00475	0.00375	-0.00125	-0.00875	-0.01875	-1.9688E-4
2.02	0.01625	0.00625	-0.00725	-0.00375	-0.00125	-0.01	-0.0175	-2.62505E-4
2.03	0.01625	0.0075	2.5E-4	-0.00125	-0.0025	-0.01125	-0.02	-1.31255E-4
2.04	0.0175	0.00875	-0.001	0.00125	0	-0.005	-0.0175	-7.87505E-4
2.05	0.01375	0.005	-0.00475	0	-0.00125	-0.01	-0.0175	-7.87505E-4
2.06	0.015	0.00625	-0.00225	-0.0025	-0.00125	-0.0075	-0.02	-3.2813E-4
2.07	0.015	0.01	-0.00225	-0.0025	0.00125	-0.01	-0.0175	-2.62505E-4
2.08	0.01625	0.00625	-0.001	-0.00125	0.0025	-0.0075	-0.0175	-6.563E-5
2.09	0.0175	0.01	0.0015	0.00125	0	-0.0075	-0.01875	-3.2813E-4
2.1	0.0175	0.01125	2.5E-4	0.0025	0.0025	-0.00875	-0.015	-6.56255E-4
2.11	0.01375	0.00875	-0.0035	-0.00375	-0.00375	-0.01	-0.0225	-4.5938E-4
2.12	0.015	0.005	-0.00600000000000001	-0.0025	-0.0025	-0.01	-0.01875	-2.62505E-4
2.13	0.02	0.00875	-0.00225	0	0.00125	-0.00625	-0.0175	-5E-9
2.14	0.01375	0.00625	-0.00225	-0.00375	-0.0025	-0.005	-0.01875	-5.25005E-4
2.15	0.01625	0.01	-0.001	-0.00125	0	-0.00375	-0.02	-2.62505E-4
2.16	0.015	0.0075	-0.001	0.0025	0	-0.01125	-0.0175	-6.56255E-4
2.17	0.01375	0.00375	-0.00475	-0.0025	-0.005	-0.01	-0.02	-7.2188E-4
2.18	0.015	0.00625	-0.00600000000000001	-0.00125	0	-0.00875	-0.02125	-6.56255E-4
2.19	0.0175	0.01125	2.5E-4	-0.00125	0.0025	-0.00875	-0.01625	-5.25005E-4
2.2	0.01875	0.01375	0.0015	0.0025	0	-0.0075	-0.015	-2.62505E-4
2.21	0.01875	0.0125	0.004	0.00125	0.005	-0.00375	-0.01	-1.9688E-4
2.22	0.0125	0.0025	-0.00600000000000001	-0.00375	-0.0025	-0.01125	-0.02375	-3.2813E-4
2.23	0.0175	0.01125	0.0015	0.0025	0.005	-0.005	-0.015	-1.9688E-4
2.24	0.0125	0.0025	-0.00725	-0.00375	-0.00125	-0.0075	-0.0175	-8.5313E-4
2.25	0.015	0.01	-0.00475	-0.0025	0	-0.0125	-0.0175	-3.93755E-4
2.26	0.015	0.0075	2.5E-4	-0.00125	-0.00125	-0.0075	-0.015	-2.62505E-4
2.27	0.015	0.005	-0.001	0	-0.00375	-0.0075	-0.02	-6.56255E-4
2.28	0.015	0.00625	-0.0035	-0.00625	-0.005	-0.01	-0.01875	-2.62505E-4
2.29	0.015	0.0075	-0.0035	0	0	-0.00875	-0.02	-2.62505E-4
2.3	0.01625	0.00375	-0.0035	-0.00625	0.00125	-0.0125	-0.01875	-1.9688E-4
2.31	0.01375	0.00375	-0.00475	-0.0075	-0.00375	-0.01125	-0.02	-3.2813E-4
2.32	0.015	0.01	-0.00475	-0.00125	-0.00125	-0.0075	-0.0175	-3.93755E-4
2.33	0.015	0.005	-0.00225	0.0025	-0.00125	-0.01	-0.01875	-3.2813E-4
2.34	0.015	0.005	-0.00475	-0.005	-0.00375	-0.0075	-0.02125	-6.56255E-4
2.35	0.02	0.01125	0.00275	0.00375	0.00375	-0.005	-0.01125	-5E-9
2.36	0.01625	0.00625	2.5E-4	0.00125	-0.00125	-0.0075	-0.0175	-8.5313E-4
2.37	0.01125	0.00375	-0.0035	-0.0075	-0.005	-0.01	-0.01875	-1.31255E-4
2.38	0.015	0.01	-0.00225	0.00625	0	-0.00375	-0.0175	-5.9063E-4
2.39	0.015	-0.00125	-0.00600000000000001	-0.00625	-0.0025	-0.00875	-0.01875	-2.62505E-4
2.4	0.015	0.0075	2.5E-4	0	-0.0025	-0.0075	-0.02	-7.87505E-4
2.41	0.0125	-0.0025	-0.00600000000000001	-0.0075	-0.00375	-0.01125	-0.025	-3.93755E-4
2.42	0.01375	0.01	-0.00225	-0.00125	0.0025	-0.0075	-0.01625	1.31245E-4
2.43	0.0175	0.00625	0.004	-0.0025	-0.0025	-0.00125	-0.015	-6.563E-5
2.44	0.01375	0.00625	-0.00225	-0.005	-0.005	-0.01125	-0.02125	-8.5313E-4
2.45	0.01625	0.01	-0.001	-0.0025	0.00125	-0.005	-0.01875	-1.9688E-4
2.46	0.01625	0.0075	-0.001	0.00125	0	-0.00625	-0.02	-4.5938E-4
2.47	0.01875	0.00875	-0.001	0	0.0025	-0.00875	-0.0175	-5.9063E-4
2.48	0.02	0.0125	0.0015	0.00125	0	-0.005	-0.01625	-5.9063E-4
2.49	0.01375	0.005	-0.00475	-0.00375	-0.00375	-0.01	-0.02	-7.2188E-4
2.5	0.01875	0.0125	0.0015	-0.00125	0.00125	-0.005	-0.01625	-2.62505E-4
2.51	0.02	0.01375	0.00275	0.0025	0.0025	-0.00375	-0.0125	-3.2813E-4
2.52	0.0175	0.01	-0.00475	-0.00125	-0.00125	-0.0075	-0.0175	-1.9688E-4
2.53	0.0175	0.01	-0.001	-0.00125	0	-0.00625	-0.01875	-6.563E-5
2.54	0.0175	0.0075	-0.0035	-0.0025	-0.00375	-0.0125	-0.02125	-3.93755E-4
2.55	0.015	0.00375	-0.0035	-0.0025	0	-0.0075	-0.02	-1.9688E-4
2.56	0.015	0.01	-0.0035	0.00125	0	-0.00875	-0.02	1.31245E-4
2.57	0.02	0.01	-0.00225	-0.00125	0	-0.0075	-0.01875	-1.31255E-4
2.58	0.015	0.00625	-0.00225	-0.00375	-0.00125	-0.00875	-0.0175	6.562E-5
2.59	0.02	0.0125	-0.001	-0.00125	0	-0.005	-0.0175	-1.31255E-4
2.6	0.01875	0.01125	2.5E-4	-0.00125	-0.00375	-0.0075	-0.015	3.93745E-4
2.61	0.0225	0.0075	-0.00225	0.00125	0.0025	-0.0075	-0.0175	-6.56255E-4
2.62	0.02	0.00875	-0.00225	-0.0025	0	-0.0075	-0.0175	-6.563E-5
2.63	0.01625	0.00375	-0.00225	-0.00375	-0.005	-0.01	-0.02125	-5.9063E-4
2.64	0.01875	0.0075	-0.00225	-0.0025	0	-0.0075	-0.02	-8.5313E-4
2.65	0.015	0.01	-0.001	-0.00625	-0.0025	-0.00875	-0.02375	-7.2188E-4
2.66	0.015	0.00625	-0.0035	-0.00625	-0.00125	-0.00875	-0.0175	-1.9688E-4
2.67	0.0175	0.01	-0.00225	-0.00125	-0.00125	-0.0075	-0.0175	-2.62505E-4
2.68	0.02	0.0125	0.0015	0	0.00125	-0.00875	-0.0175	-2.62505E-4
2.69	0.01125	0.005	-0.00725	-0.0125	-0.005	-0.015	-0.02125	-0.00111563
2.7	0.01625	0.01	-0.0035	-0.0025	-0.0025	-0.01	-0.01875	-8.5313E-4
2.71	0.01625	0.01125	-0.0035	-0.00375	-0.0025	-0.01	-0.02125	-8.5313E-4
2.72	0.01625	0.0075	-0.00225	-0.0025	0.0025	-0.00625	-0.015	-4.5938E-4
2.73	0.01625	0.01	2.5E-4	0	0	-0.005	-0.0175	-6.563E-5
2.74	0.015	0.0075	-0.0035	-0.00625	-0.00125	-0.01	-0.0175	-4.5938E-4
2.75	0.01875	0.01	-0.00225	-0.0025	0	-0.0075	-0.02125	-5.25005E-4
2.76	0.02	0.0125	2.5E-4	-0.00125	-0.0025	-0.0075	-0.0175	-2.62505E-4
2.77	0.01375	0.01125	-0.00225	-0.00125	0.0025	-0.00875	-0.01875	-1.9688E-4
2.78	0.01625	0.01	2.5E-4	0	0.00125	-0.00875	-0.02	-3.93755E-4
2.79	0.02	0.01125	2.5E-4	0	0.005	-0.005	-0.0175	-2.62505E-4
