0,1,x,y
-7.319999999992888,-29.12000000002024,0.0,900.0
3.700000000002035,-18.09999999998979,50.0,900.0
3.010000000003288,5.249999999996646,100.0,900.0
-10.670000000025937,-14.04000000000849,150.0,900.0
15.059999999991192,-4.630000000034329,200.0,900.0
24.629999999987717,9.420000000019968,250.0,900.0
8.97000000001924,22.20000000001221,300.0,900.0
35.65000000001817,42.159999999995534,350.0,900.0
9.160000000036916,10.070000000013124,400.0,900.0
29.680000000027462,49.01000000003819,450.0,900.0
32.09999999995716,49.309999999991305,500.0,900.0
35.88999999998066,63.759999999959405,550.0,900.0
40.690000000012105,70.13999999998077,600.0,900.0
24.62999999995219,70.41999999998438,650.0,900.0
62.39999999998247,98.59999999999758,700.0,900.0
48.18000000000211,111.78999999998496,750.0,900.0
46.789999999994336,165.77000000001618,800.0,900.0
48.76000000002989,285.1700000000079,850.0,900.0
61.35999999997921,337.0699999999971,900.0,900.0
63.37999999999511,205.0599999999747,950.0,900.0
62.57000000005064,185.3900000000408,1000.0,900.0
71.72000000000622,243.67000000001582,1050.0,900.0
66.24999999996106,344.3399999999741,1100.0,900.0
72.68999999997305,354.86999999999824,1150.0,900.0
80.52999999996757,355.34999999995875,1200.0,900.0
75.37000000002791,351.8100000000146,1250.0,900.0
78.49000000000217,289.64999999999463,1300.0,900.0
75.73000000000718,283.7900000000104,1350.0,900.0
62.96999999999997,346.28000000001435,1400.0,900.0
60.90000000000373,348.59999999998337,1450.0,900.0
88.1299999999996,283.13999999998174,1500.0,900.0
60.69000000000102,203.98999999997613,1550.0,900.0
39.4799999999762,160.279999999986,1600.0,900.0
40.10000000000957,126.61999999998841,1650.0,900.0
63.329999999979236,123.14999999997411,1700.0,900.0
44.04000000000963,111.3900000000001,1750.0,900.0
31.050000000014677,76.74999999998988,1800.0,900.0
29.730000000007806,79.98000000000616,1850.0,900.0
31.260000000017385,48.64999999998787,1900.0,900.0
24.29000000002901,54.5500000000132,1950.0,900.0
20.640000000042846,33.99000000001706,2000.0,900.0
22.969999999986612,27.53000000002004,2050.0,900.0
13.009999999979982,23.489999999988243,2100.0,900.0
32.61999999999432,41.26999999996883,2150.0,900.0
17.29999999998455,19.269999999984577,2200.0,900.0
13.959999999997308,1.8099999999776628,2250.0,900.0
6.41000000001668,4.999999999988347,2300.0,900.0
-16.409999999993374,-26.630000000018583,2350.0,900.0
-27.01999999999316,-41.66000000001446,2400.0,900.0
-36.630000000030805,-115.16000000000304,2450.0,900.0
-32.87999999997737,-82.59999999999934,2500.0,900.0
-16.010000000008517,-30.250000000009436,0.0,1500.0
-53.389999999993165,-92.9000000000002,50.0,1500.0
-35.79000000001997,-79.10000000002526,100.0,1500.0
-23.92999999997869,-42.510000000035575,150.0,1500.0
-13.96999999997206,-39.49999999996123,200.0,1500.0
-7.540000000005875,-20.030000000019754,250.0,1500.0
-13.150000000017315,-38.34000000001225,300.0,1500.0
1.0400000000032605,-17.250000000004206,350.0,1500.0
-13.039999999975294,-0.9399999999715192,400.0,1500.0
-1.1399999999639476,-2.7899999999903002,450.0,1500.0
6.150000000033629,7.130000000010739,500.0,1500.0
7.509999999975037,-6.599999999998829,550.0,1500.0
1.0099999999724218,8.209999999948536,600.0,1500.0
13.419999999975118,11.529999999986273,650.0,1500.0
11.559999999981585,23.879999999998347,700.0,1500.0
21.19000000000426,8.960000000044488,750.0,1500.0
37.92000000000684,34.1500000000039,800.0,1500.0
27.939999999979648,40.579999999970084,850.0,1500.0
40.54000000003555,65.98000000003879,900.0,1500.0
56.419999999981485,71.17999999998403,950.0,1500.0
45.31999999997538,98.41999999995465,1000.0,1500.0
59.66000000000804,92.02000000001931,1050.0,1500.0
58.06999999997231,134.6900000000062,1100.0,1500.0
72.62999999998243,267.1099999999882,1150.0,1500.0
