0,1,x,y
36.26345299117098,73.17571608513644,0,300
337.3093471559799,715.2208021322688,750,300
46.790615780520845,82.97987988332586,1500,300
26.43798490217145,69.72379429797797,0,900
338.7389052512423,854.6039547326541,750,900
19.65247490241759,23.675939221111918,1500,900
1.3848930614826007,-3.5039977075150373,0,1500
495.8979341154532,1240.2830127446514,750,1500
-1.764277219759509,-16.972892827671906,1500,1500
34.50347196131103,66.74058725162868,0,2100
216.97074963242173,603.0589167007377,750,2100
47.70329214890486,87.74411203769606,1500,2100
28.63605619894362,49.80506404759165,0,2700
151.1448575895426,527.8598779016695,750,2700
50.939612810506596,132.19038407145197,1500,2700
